timestamp,kernel_processes_kernel_processes_energy
2026-06-14 17:01:15.404000044,26877.484800000006
2026-06-14 17:01:30.404000044,27351.244800000004
2026-06-14 17:01:45.404000044,27536.212799999994
2026-06-14 17:02:00.404000044,27950.565599999998
2026-06-14 17:02:15.404000044,28110.182399999994
2026-06-14 17:02:30.404000044,28349.542799999992
2026-06-14 17:02:45.404000044,28316.923200000005
2026-06-14 17:03:00.404000044,28255.215600000003
2026-06-14 17:03:15.404000044,28262.88359999999
2026-06-14 17:03:30.404000044,28286.02439999999
2026-06-14 17:03:45.404000044,28081.3824
2026-06-14 17:04:00.404000044,27664.65360000001
2026-06-14 17:04:15.404000044,27456.99480000002
2026-06-14 17:04:30.404000044,27031.723200000008
2026-06-14 17:04:45.404000044,26814.819600000006
2026-06-14 17:05:00.404000044,26526.168
2026-06-14 17:05:15.404000044,26522.243999999988
2026-06-14 17:05:30.404000044,26558.510399999977
