total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
784220.7599999999,815111.7558549469,30890.995854947018,760616.0371629343,0.42314741102778,0.3691484440495166,0.4266215547240292,0.057473110674512606
