timestamp,aggregator_energy,api-gateway_energy,authority_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy,aggregator_cpu_usage,authority_cpu_usage,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,policy_cpu_usage,server_cpu_usage,sidecar_cpu_usage,aggregator_memory_usage,authority_memory_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,policy_memory_usage,server_memory_usage,sidecar_memory_usage,aggregator_memory_rss_usage,authority_memory_rss_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,policy_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,aggregator_memory_cache_usage,authority_memory_cache_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,policy_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,aggregator_carbon_coal,api-gateway_carbon_coal,authority_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,kernel_processes_carbon_coal,orchestrator_carbon_coal,policy_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal,system_processes_carbon_coal,aggregator_carbon_emission,api-gateway_carbon_emission,authority_carbon_emission,clientone_carbon_emission,clientthree_carbon_emission,clienttwo_carbon_emission,kernel_processes_carbon_emission,orchestrator_carbon_emission,policy_carbon_emission,policy-enforcer_carbon_emission,rabbitmq_carbon_emission,server_carbon_emission,sidecar_carbon_emission,system_processes_carbon_emission
2026-09-22 00:12:16.237999916,4778.172307692307,2712.6184615384623,4953.53538461538,4697.415384615384,4889.449230769233,4745.489230769231,180829.77846153846,1367.9323076923085,4068.2830769230745,2014.519999999999,10520.44307692308,4430.504615384614,53120.52307692308,443952.5846153845,0.008937407686974985,0.005087227376683242,0.004164725194082885,0.004404003308430876,0.003780423032372878,0.0005465489940387386,0.003728011919119231,0.016986179788589243,205055.86599997574,211588.17906262496,185297.6864547526,140348.391690378,122505.29571824866,18492.720394359738,83955.03570130603,580063.7162121172,199304.1359034337,191229.09101221504,179736.89699123247,108564.15705945807,100967.26722375178,11405.2504872177,68106.0787146445,485225.37843019504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004439082973103589,0.0020716996563933747,0.004428532071944973,0.004260009245651691,0.0044931408240158725,0.004391015994486196,0.1655246827894577,0.0014667073503995883,0.003586939217996982,0.0016360687646277778,0.009596964914308299,0.004125361485316218,0.0414556875258542,0.4048190573730699,0.0030654155856974777,0.001245911469927171,0.003539122721999999,0.0033661756002857143,0.0036701840648571426,0.0029871223943025212,0.09365332193349019,0.0009485141437815126,0.0020616040314621843,0.0008799845522689071,0.005456981104862745,0.002997386748812325,0.02650534192125474,0.22477013134633353
2026-09-22 00:12:31.237999916,4778.172307692307,2695.6830769230774,4965.119999999994,4697.415384615384,4889.449230769233,4745.489230769231,180867.99999999997,1351.6276923076919,4068.2830769230745,2008.9692307692305,10559.64923076923,4430.504615384614,53078.901538461534,443940.66769230756,0.008937407686974985,0.005156111634592209,0.004164725194082885,0.004313550142787731,0.003780423032372878,0.0005307319386611331,0.003728011919119231,0.01646657051709096,205055.86599997574,220897.91074487736,185297.6864547526,132385.7016379779,122505.29571824866,19087.476676434864,83955.03570130603,547316.7573522091,199304.1359034337,200349.43363985256,179736.89699123247,98183.07941379251,100967.26722375178,11774.397814888094,68106.0787146445,451593.4965786853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00444594312268951,0.0020749015508033128,0.004435349003529336,0.004266592655071981,0.004500084514492064,0.004397801861463423,0.16577863502555623,0.0014689638596588474,0.0035924539731410146,0.0016385866488870368,0.009611704927168382,0.004131736810367979,0.04152775683559275,0.40544005541493533,0.0030654155856974777,0.0012461135572941174,0.003548921943417366,0.0033661756002857143,0.0036701840648571426,0.0029871223943025212,0.09375389534125114,0.0009473861850532209,0.0020616040314621843,0.0008803589366946776,0.0054794604448907555,0.002997386748812325,0.02653336704578024,0.22515362407020656
2026-09-22 00:12:46.237999916,4791.7692307692305,2695.6830769230774,4965.119999999994,4719.196923076924,4917.439999999994,4766.593846153846,180953.81538461533,1351.6276923076919,4057.446153846153,2008.9692307692305,10559.64923076923,4440.439999999994,52708.24615384616,444735.6707692307,0.008937407686974985,0.005156111634592209,0.004062178466478814,0.004219147383046399,0.0035813392609890023,0.0005408995046262385,0.003728011919119231,0.016298118610672492,205055.86599997574,220897.91074487736,170453.11527295882,121544.34468604314,116053.94990926451,18125.51692892853,83955.03570130603,543380.8955296433,199304.1359034337,200349.43363985256,165338.79431534506,90142.65059561173,95650.15213554664,11180.998438896588,68106.0787146445,447233.6734573229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044528032722754305,0.0020781034452132504,0.004442165935113698,0.00427317606449227,0.004507028204968254,0.004404587728440648,0.1660325872616547,0.0014712203689181069,0.0035979687282850477,0.0016411045331462962,0.009626444940028463,0.004138112135419738,0.04159982614533131,0.4060610534568008,0.0030748765991260502,0.0012461135572941174,0.003548921943417366,0.003377790305546218,0.0036802396509803908,0.002998612354431372,0.09395901984059259,0.0009473861850532209,0.0020665300515406164,0.0008803589366946776,0.0054794604448907555,0.0030066419411764692,0.026491761736177795,0.22648359340264448
2026-09-22 00:13:01.237999916,4791.7692307692305,2672.467692307691,4964.624615384616,4719.196923076924,4917.439999999994,4766.593846153846,180974.49538461532,1336.6676923076925,4057.446153846153,2003.5876923076924,10541.415384615386,4440.439999999994,52614.27999999999,444388.6646153846,0.00847629417840464,0.005087431353180928,0.004062178466478814,0.004219147383046399,0.003691823150373222,0.0005408995046262385,0.003728011919119231,0.01600821980874434,189374.63011475382,213981.3300879556,170453.11527295882,121544.34468604314,110029.20613316886,18125.51692892853,83955.03570130603,536014.6313156425,184064.23663007515,194076.25064474918,165338.79431534506,90142.65059561173,90684.63687982476,11180.998438896588,68106.0787146445,440455.14396666765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004459626705898423,0.00208138092879122,0.0044488222955477025,0.00428071389370631,0.0045147282230949244,0.004411692482393758,0.1662861868369745,0.0014709844524515335,0.0036017785396314237,0.0016445003090446487,0.009640946141095364,0.004143558517738408,0.04162478693421335,0.4066756757908125,0.0030748765991260502,0.0012453512250532209,0.00355584909692437,0.003377790305546218,0.0036802396509803908,0.002998612354431372,0.09406126641129411,0.0009460474476078433,0.0020665300515406164,0.0008813211303529409,0.0054956821016022405,0.0030066419411764692,0.026516204589876028,0.2268025393845308
2026-09-22 00:13:16.237999916,4803.40307692308,2672.467692307691,4964.624615384616,4733.153846153846,4945.763076923076,4792.043076923079,181068.02461538458,1336.6676923076925,4046.264615384616,2003.5876923076924,10541.415384615386,4434.636923076922,52230.935384615375,445024.28,0.00847629417840464,0.0050556859896709804,0.004062178466478814,0.004219147383046399,0.003691823150373222,0.0005408995046262385,0.003360874325576668,0.015741630618466937,189374.63011475382,183976.85263331988,170453.11527295882,121544.34468604314,110029.20613316886,18125.51692892853,78824.10355962563,529456.6816660682,184064.23663007515,164541.03048066254,165338.79431534506,90142.65059561173,90684.63687982476,11180.998438896588,63523.41679081606,438145.6288188839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004466486799005417,0.002084582937021673,0.004455638981130525,0.004287298771278325,0.004521673077004389,0.004418478839904046,0.1665401385223703,0.0014732371395680983,0.0036072906802244705,0.001647019539617246,0.009655685788845876,0.004149932413828942,0.0416960985364095,0.4072966640317566,0.003084615956134454,0.0012453512250532209,0.00355584909692437,0.00338947551664986,0.0036946383405994385,0.003012052774341737,0.09427630217979457,0.0009460474476078433,0.00207075966490196,0.0008813211303529409,0.0054956821016022405,0.003014729727624649,0.02648194725666361,0.22805106032286115
2026-09-22 00:13:31.237999916,4803.40307692308,2652.7876923076906,4962.215384615377,4733.153846153846,4945.763076923076,4792.043076923079,181065.2523076923,1321.6892307692315,4046.264615384616,1998.9446153846154,10564.310769230762,4434.636923076922,52141.14153846153,444885.3784615384,0.00847629417840464,0.004934408616579221,0.004062178466478814,0.004219147383046399,0.0035863545488036886,0.0005408995046262385,0.0035290890923924487,0.015273290412075638,189374.63011475382,191846.16114040857,170453.11527295882,121544.34468604314,112451.53546521034,18125.51692892853,82769.32046310812,518087.6981570889,184064.23663007515,171447.59783333112,165338.79431534506,90142.65059561173,91658.93502440344,11180.998438896588,66702.82063269442,423166.1947349983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004473346892112414,0.002087784945252126,0.0044624556667133474,0.0042938836488503425,0.004528617930913854,0.004425265197414335,0.1667940902077661,0.0014754898266846625,0.003612802820817518,0.001649538770189843,0.009670425436596389,0.0041563063099194775,0.04176741013860566,0.4079176522727006,0.003084615956134454,0.001245657949490196,0.0035615583959999987,0.00338947551664986,0.0036946383405994385,0.003012052774341737,0.09437254669307316,0.0009445736660504202,0.00207075966490196,0.0008822215840336136,0.005519430947921566,0.003014729727624649,0.026505276725051544,0.22843587446360072
2026-09-22 00:13:46.237999916,4809.086153846148,2652.7876923076906,4962.215384615377,4724.63076923077,4970.323076923076,4790.366153846154,181119.30461538464,1321.6892307692315,4041.753846153846,1998.9446153846154,10564.310769230762,4446.683076923083,51678.91999999999,446287.2184615384,0.00778954794257164,0.004934408616579221,0.004013039513011698,0.004219147383046399,0.0035863545488036886,0.0005286364641136646,0.0035290890923924487,0.015030642040851663,165086.21219734894,191846.16114040857,174401.96090000455,121544.34468604314,112451.53546521034,13101.286663820965,82769.32046310812,517113.5242939293,160185.97617895418,171447.59783333112,168857.2801278496,90142.65059561173,91658.93502440344,12133.42276968108,66702.82063269442,423373.9330415016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004480206985219409,0.0020909869534825785,0.00446927235229617,0.004300468526422358,0.004535562784823319,0.004432051554924622,0.16704804189316186,0.001477742513801227,0.0036183149614105654,0.0016520580007624401,0.0096851650843469,0.004162680206010013,0.04183872174080181,0.40853864051364464,0.0030934114344201673,0.001245657949490196,0.0035615583959999987,0.0033962837324705885,0.0037056617296470588,0.003019237486386554,0.09456555720081482,0.0009445736660504202,0.0020763736159663863,0.0008822215840336136,0.005519430947921566,0.0030236468705434174,0.026460407997653073,0.22989526166843055
2026-09-22 00:14:01.237999916,4809.086153846148,2630.870769230768,4974.123076923079,4724.63076923077,4970.323076923076,4790.366153846154,181159.79384615386,1311.1569230769228,4041.753846153846,1998.8861538461533,10537.72,4446.683076923083,51588.8923076923,445622.486153846,0.00778954794257164,0.0048333669631744755,0.003906581334093958,0.004016570384901577,0.0035565350493510857,0.0005286364641136646,0.0035290890923924487,0.014319307153452882,165086.21219734894,196221.20409526688,180465.1849342847,122910.47825204625,106491.83913804547,13101.286663820965,82769.32046310812,499986.2546828206,160185.97617895418,176191.04914930635,174598.03099248142,90784.55342848766,86814.57715200931,12133.42276968108,66702.82063269442,405934.10300038377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00448623706321336,0.002094896384999386,0.004475995420560563,0.004306217900212542,0.004547037311787321,0.0044389431507955,0.16729731934268932,0.0014780071737245935,0.003622358654069919,0.0016565181829601623,0.009698488659867749,0.00416741596875242,0.04186308106526933,0.4092235148739601,0.0030934114344201673,0.001245710636638655,0.0035711069412492995,0.0033962837324705885,0.0037056617296470588,0.003019237486386554,0.09466723562184376,0.0009437027347394955,0.0020763736159663863,0.0008844494456470587,0.005534650310588233,0.0030236468705434174,0.02648826731024265,0.2302102644237379
2026-09-22 00:14:16.237999916,4807.806153846152,2630.870769230768,4974.123076923079,4731.073846153848,4994.501538461533,4803.313846153843,181241.87076923074,1311.1569230769228,4032.5507692307683,1998.8861538461533,10537.72,4451.48615384615,51210.03076923076,446068.5661538461,0.00778954794257164,0.0048333669631744755,0.003906581334093958,0.004016570384901577,0.0035565350493510857,0.0005286364641136646,0.0035290890923924487,0.014143586613417114,165086.21219734894,196221.20409526688,180465.1849342847,122910.47825204625,106491.83913804547,13101.286663820965,82769.32046310812,506305.6926350709,160185.97617895418,176191.04914930635,174598.03099248142,90784.55342848766,86814.57715200931,12133.42276968108,66702.82063269442,411850.761421965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004493095887344239,0.002098099472422699,0.004482811963751619,0.004312801500417042,0.004553989090928425,0.0044457296692004085,0.16755126393278233,0.0014802568307367885,0.0036278685565089425,0.0016590403719845524,0.009713226155802708,0.004173787360367962,0.04193370469072209,0.4098446005357672,0.0031020589457198874,0.001245710636638655,0.0035711069412492995,0.0034063465989075626,0.0037181178089691867,0.0030285285206610633,0.09486903424670026,0.0009437027347394955,0.0020818160404929976,0.0008844494456470587,0.005534650310588233,0.003032650801714285,0.026445884615169068,0.23153836349357715
2026-09-22 00:14:31.237999916,4807.806153846152,2605.1292307692324,4983.996923076924,4731.073846153848,4994.501538461533,4803.313846153843,181276.02769230766,1297.3569230769217,4032.5507692307683,2002.8092307692305,10591.393846153835,4451.48615384615,51133.19076923076,445826.83076923067,0.00778954794257164,0.004719414992345794,0.003906581334093958,0.004016570384901577,0.0035565350493510857,0.0005315647037393766,0.0035290890923924487,0.013808012597409639,165086.21219734894,203438.05042230716,180465.1849342847,122910.47825204625,106491.83913804547,11930.545508166575,82769.32046310812,497091.5481348165,160185.97617895418,182787.96963772445,174598.03099248142,90784.55342848766,86814.57715200931,11045.880281384718,66702.82063269442,400103.01460147166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004499954711475118,0.0021013025598460118,0.004489628506942677,0.004319385100621541,0.00456094087006953,0.004452516187605317,0.16780520852287534,0.0014825064877489838,0.003633378458947967,0.001661562561008943,0.00972796365173767,0.004180158751983505,0.04200432831617486,0.4104656861975743,0.0031020589457198874,0.001245199124840336,0.0035830939920672277,0.0034063465989075626,0.0037181178089691867,0.0030285285206610633,0.09496996151350388,0.0009422234025770308,0.0020818160404929976,0.0008869693791148457,0.005562474867417367,0.003032650801714285,0.026474233985581443,0.23194902802672043
