timestamp,api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,api-gateway_cpu_usage,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,orchestrator_cpu_usage,policy-enforcer_cpu_usage,rabbitmq_cpu_usage,server_cpu_usage,sidecar_cpu_usage,api-gateway_memory_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,orchestrator_memory_usage,policy-enforcer_memory_usage,rabbitmq_memory_usage,server_memory_usage,sidecar_memory_usage,api-gateway_memory_rss_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,orchestrator_memory_rss_usage,policy-enforcer_memory_rss_usage,rabbitmq_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,api-gateway_memory_cache_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,orchestrator_memory_cache_usage,policy-enforcer_memory_cache_usage,rabbitmq_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,api-gateway_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,kernel_processes_carbon_coal,orchestrator_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal,api-gateway_carbon_emission,clientone_carbon_emission,clientthree_carbon_emission,clienttwo_carbon_emission,kernel_processes_carbon_emission,orchestrator_carbon_emission,policy-enforcer_carbon_emission,rabbitmq_carbon_emission,server_carbon_emission,sidecar_carbon_emission
2026-06-27 15:56:18.253000021,0.0,0.0,0.0,0.0,46140.4868357013,0.0,0.0,133.14496396402416,0.0,154.73574728813455,0.10346027972441527,0.04665450993619472,0.07193217305245299,0.06180189219662113,0.024284073387265664,0.02035146182999458,0.21160527399976975,0.07666572702095317,0.15889380905889416,4198.665444474013,26019.50698484976,66635.52476554032,34636.74553092437,7796.654743123873,847.925093155833,271522.39722609625,160151.88504182245,329379.7552673001,403.7178311994244,21913.183611134533,66751.3454922475,34636.74553092437,6702.38741075561,1304.500143316666,223360.05732052156,154537.21127574853,311332.5687596881,128220.78318893717,0.0,0.0,0.0,1139.8618045502737,181455.96993534826,10271.83745537828,0.0,7401.1023157502195,0.0,0.0,0.0,0.0,0.04098472263590533,0.0,0.0,0.000134206629609465,0.0,0.00013155649285576923,0.0,0.0,0.0,0.0,0.02325038281494138,0.0,0.0,7.622986697290795e-05,0.0,7.473460166165669e-05
2026-06-27 15:56:33.253000021,0.0,0.0,0.0,0.0,43322.85180913268,0.0,0.0,125.9336351332432,0.0,162.19189407223195,0.10346027972441527,0.04665450993619473,0.045036451491043586,0.06180189219662113,0.0215986534585627,0.01545636994149672,0.15094333207588573,0.07666572702095317,0.11611826428925917,4198.665444474013,26019.506984849766,40461.39186621485,34636.74553092437,6934.472699341191,643.9755547770453,193683.71400130505,160151.88504182245,200358.83398014502,403.7178311994244,21913.183611134536,40576.863874965464,34636.74553092437,5961.2133731178665,990.7316227339159,159328.312888161,154537.21127574853,192740.709219278,128220.78318893717,0.0,0.0,0.0,1013.811798149297,137810.7687222877,7327.158452857709,0.0,6992.531614117099,0.0,0.0,0.0,0.0,0.04135645889528329,0.0,0.0,0.00013543543825144034,0.0,0.00013280682939423077,0.0,0.0,0.0,0.0,0.023434589369460676,0.0,0.0,7.69222196020205e-05,0.0,7.54040047911581e-05
2026-06-27 15:56:48.253000021,0.0,0.0,0.0,0.0,43322.85180913268,0.0,0.0,125.9336351332432,0.0,162.19189407223195,0.10346027972441528,0.04665450993619473,0.003453524743418831,0.06180189219662113,0.018259622818964098,0.010675475568552853,0.07968546095329011,0.0,0.0852463718686696,4198.665444474014,26019.506984849766,1033.1777079279548,34636.74553092437,4827.917259574573,377.95633286959486,2618288.3027453055,0.0,196745.23996497758,403.71783119942444,21913.183611134536,1112.6529162301051,34636.74553092437,4302.599837548324,581.4712813378383,2026929.0567647447,0.0,330070.6011394631,128220.7831889372,0.0,0.0,0.0,79673.14234064774,80882.6552340933,389261.2356412314,0.0,376.8011708132972,0.0,0.0,0.0,0.0,0.041728195154661266,0.0,0.0,0.00013666424689341564,0.0,0.00013405716593269232,0.0,0.0,0.0,0.0,0.023644824890177087,0.0,0.0,7.761774528746262e-05,0.0,7.611138597611025e-05
2026-06-27 15:57:03.253000021,0.0,0.0,0.0,0.0,42023.980958603606,0.0,0.0,126.9453093226839,0.0,158.12719599437304,0.10346027972441528,0.04665450993619473,0.004995174281544672,0.06180189219662113,0.008415795008485785,0.010675475568552853,0.07968546095329011,0.004511603103565702,0.07507716719724913,4198.665444474014,26019.506984849766,1494.387067804221,34636.74553092437,938.2464104619806,377.95633286959486,2618288.3027453055,2988.7629517925766,338248.76865737635,403.71783119942444,21913.183611134536,1609.3399191737765,34636.74553092437,1066.1891027977053,581.4712813378383,2026929.0567647447,2938.950235929367,437773.0061413236,128220.7831889372,0.0,0.0,0.0,134766.30259362995,80882.6552340933,389261.2356412314,0.0,376.8011708132972,0.0,0.0,0.0,0.0,0.04204595596820462,0.0,0.0,0.00013817636848888887,0.0,0.00013548985508539095,0.0,0.0,0.0,0.0,0.023851108877902667,0.0,0.0,7.84774284461599e-05,0.0,7.69613919354769e-05
2026-06-27 15:57:18.253000021,0.0,0.0,0.0,0.0,42023.980958603606,0.0,0.0,126.9453093226839,0.0,158.12719599437304,0.10346027972441528,0.04665450993619473,0.004995174281544672,0.0,0.008415795008485785,0.0028938939118407967,0.07968546095329011,0.004511603103565702,0.05853686480273877,4198.665444474014,26019.506984849766,1494.387067804221,0.0,938.2464104619806,0.0,2618288.3027453055,2988.7629517925766,582561.2322104113,403.71783119942444,21913.183611134536,1609.3399191737765,0.0,1066.1891027977053,0.0,2026929.0567647447,2938.950235929367,598185.8166334035,128220.7831889372,0.0,0.0,0.0,134766.30259362995,0.0,389261.2356412314,0.0,376.8011708132972,0.0,0.0,0.0,0.0,0.04241721118700973,0.0,0.0,0.00013940770182222222,0.0,0.0001367418766903292,0.0,0.0,0.0,0.0,0.024061309692371618,0.0,0.0,7.917441206762857e-05,0.0,7.767008647243477e-05
2026-06-27 15:57:33.253000021,0.0,0.0,0.0,0.0,40339.716585375085,0.0,0.0,138.31309878592714,0.0,147.32803968238105,0.0,0.0,0.004995174281544672,0.0,0.008415795008485783,0.0028938939118407967,0.07968546095329011,0.004511603103565702,0.047207245707846505,0.0,0.0,1494.387067804221,0.0,938.2464104619804,0.0,2618288.3027453055,2988.7629517925766,595469.0829220113,0.0,0.0,1609.3399191737765,0.0,1066.1891027977051,0.0,2026929.0567647447,2938.950235929367,608625.6062318101,0.0,0.0,0.0,0.0,134766.30259362992,0.0,389261.2356412314,0.0,376.8011708132971,0.0,0.0,0.0,0.0,0.042788466405814844,0.0,0.0,0.00014063903515555557,0.0,0.00013799389829526745,0.0,0.0,0.0,0.0,0.024247391743153712,0.0,0.0,7.99978511260503e-05,0.0,7.847867583170694e-05
2026-06-27 15:57:48.253000021,0.0,0.0,0.0,0.0,40339.72198331897,0.0,0.0,138.31309878592714,0.0,147.32803968238105,0.0,0.0,0.004995174281544672,0.004694400128658711,0.006225737229618889,0.0028938939118407967,0.07968546095329011,0.004511603103565702,0.022293458378954245,0.0,0.0,1494.387067804221,421325.4422643937,2187.6168313432267,0.0,2618288.3027453055,2988.7629517925766,522594.2344186506,0.0,0.0,1609.3399191737765,278556.1059290233,2265.746003891199,0.0,2026929.0567647447,2938.950235929367,381791.36136513256,0.0,0.0,0.0,0.0,82296.0617505309,0.0,389261.2356412314,0.0,0.0,0.0,0.0,0.0,0.0,0.04315972162461995,0.0,0.0,0.00014187036848888892,0.0,0.00013924591990020576,0.0,0.0,0.0,0.0,0.024457383841724023,0.0,0.0,8.069593823854526e-05,0.0,7.91882736094901e-05
2026-06-27 15:58:03.253000021,0.0,0.0,0.0,0.0,38352.550549183245,0.0,0.0,145.28408560570713,0.0,145.1832788852591,0.002841115097935713,0.0,0.0034156169208155534,0.004694400128658711,0.0018260914171588447,0.002129182445636866,0.0,0.004511603103565702,0.024013652751223094,317250.6062260082,0.0,1021.8369705133961,421325.4422643937,2713.6205314680237,0.0,0.0,2988.7629517925766,761505.5279046732,145321.0089748293,0.0,1100.439814399042,278556.1059290233,2713.6205314680237,0.0,0.0,2938.950235929367,554353.3554254767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04341561274005068,0.0,0.0,0.0001439963713216475,0.0,0.00014131309709523808,0.0,0.0,0.0,0.0,0.024626073510612946,0.0,0.0,8.17733755812111e-05,0.0,8.025907965059449e-05
2026-06-27 15:58:18.253000021,0.0,0.0,0.0,0.0,38352.57923861588,0.0,0.0,145.28408560570713,0.0,145.1832788852591,0.002841115097935713,0.005250234716739576,0.0050681819843532774,0.004694400128658711,0.002058656262971424,0.001888024619650133,0.05123171431303198,0.004511603103565702,0.02049273941454633,317250.6062260082,379971.4072335431,264266.9201335576,421325.4422643937,3059.2180927755544,0.0,3037586.0024858974,2988.7629517925766,911116.580318032,145321.0089748293,305462.9254240904,206467.11023372572,278556.1059290233,3059.2180927755544,0.0,2346760.4933550055,2938.950235929367,677295.3437022974,0.0,0.0,0.0,0.0,0.0,0.0,3622.5260541160724,0.0,0.0,0.0,0.0,0.0,0.0,0.04378587525400798,0.0,0.0,0.0001452354029308429,0.0,0.0001425723828095238,0.0,0.0,0.0,0.0,0.02483571438750706,0.0,0.0,8.247471624340658e-05,0.0,8.09718854310005e-05
2026-06-27 15:58:33.253000021,0.0,0.0,0.0,0.0,37753.26497276464,0.0,0.0,144.23737740767652,0.0,140.0430698251205,0.002841115097935713,0.005250234716739576,0.005124210639672602,0.004694400128658711,0.0027907781497509506,0.0028259317791411104,0.05123171431303198,0.006259450031248207,0.022009193097319284,317250.6062260082,379971.4072335431,465927.7191471032,421325.4422643937,4147.1707356903735,2050.512883435583,3037586.0024858974,473526.54962786206,1157537.679242192,145321.0089748293,305462.9254240904,363682.1020891665,278556.1059290233,4147.1707356903735,1809.276073619632,2346760.4933550055,386026.0667007556,873241.6641171664,0.0,0.0,0.0,0.0,0.0,281.4429447852761,3622.5260541160724,0.0,0.0,0.0,0.0,0.0,0.0,0.044156137767965294,0.0,0.0,0.00014647443454003832,0.0,0.00014383166852380952,0.0,0.0,0.0,0.0,0.02501672757663396,0.0,0.0,8.30964651607927e-05,0.0,8.136752367130285e-05
