total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
39704.58442663707,38431.15544382018,-1273.4289828168912,0.05315109526386726,0.05596328009080226,0.002812184826935002
