total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
36446.03205822755,41713.46898772577,5267.436929498217,0.024411561657761757,0.027034851367403145,0.002623289709641388
