timestamp,api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy,api-gateway_cpu_usage,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,orchestrator_cpu_usage,policy-enforcer_cpu_usage,rabbitmq_cpu_usage,server_cpu_usage,sidecar_cpu_usage,api-gateway_memory_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,orchestrator_memory_usage,policy-enforcer_memory_usage,rabbitmq_memory_usage,server_memory_usage,sidecar_memory_usage,api-gateway_memory_rss_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,orchestrator_memory_rss_usage,policy-enforcer_memory_rss_usage,rabbitmq_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,api-gateway_memory_cache_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,orchestrator_memory_cache_usage,policy-enforcer_memory_cache_usage,rabbitmq_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,api-gateway_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,orchestrator_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal,system_processes_carbon_coal,api-gateway_carbon_emission,clientone_carbon_emission,clientthree_carbon_emission,clienttwo_carbon_emission,kernel_processes_carbon_emission,orchestrator_carbon_emission,policy-enforcer_carbon_emission,rabbitmq_carbon_emission,server_carbon_emission,sidecar_carbon_emission,system_processes_carbon_emission
2026-06-29 19:58:05.904000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41599.54609399481,0.011099104128676297,0.006845010717002005,0.0,0.006282691216438198,0.012125329640758846,0.0026126874816847345,0.029595151099783685,0.0,0.024325500569681642,6128.5827839341655,21891.77902233285,0.0,10887.43541498671,36189.263129569,109.11900258411701,21536.65588657343,0.0,321324.0768910956,135135.25038574834,21693.535227822722,0.0,10765.10467998686,31780.41889043369,109.11900258411701,21405.067357734893,0.0,243723.75849676307,0.0,329.5623720297771,0.0,0.0,3383.596087166684,0.0,0.0,0.0,5204.260337904191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021066695567999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012228401105608838
2026-06-29 19:58:20.904000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41599.54609399481,0.011099104128676297,0.0041041708699171755,0.0,0.006282691216438198,0.012125329640758846,0.0026126874816847345,0.020615439936948615,0.00423791297509391,0.024016370802240703,6128.5827839341655,102.02378728438882,0.0,10887.43541498671,36189.263129569,109.11900258411701,1850763.9293298598,234323.45288591055,386066.3707868968,135135.25038574834,357.08325549536085,0.0,10765.10467998686,31780.41889043369,109.11900258411701,1271027.0814633186,170516.74489036135,305571.1398028365,0.0,0.0,0.0,0.0,3705.074312936967,0.0,0.0,0.0,6002.057119186769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021427466192999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01243231797612856
2026-06-29 19:58:35.904000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38400.21161834024,0.011099104128676297,0.0041041708699171755,0.0042679064199760575,0.004419245001642628,0.008315032675397818,0.0026126874816847345,0.020615439936948615,0.00423791297509391,0.02247285313991018,6128.5827839341655,102.02378728438882,254446.26918957513,7658.222070901652,21816.75211858778,109.11900258411701,1850763.9293298598,234323.45288591055,506315.8030686219,135135.25038574834,357.08325549536085,202705.42033307432,7572.174631902757,19042.05297133597,109.11900258411701,1271027.0814633186,170516.74489036135,407754.0591955237,0.0,0.0,0.0,0.0,2421.0610206412875,0.0,0.0,0.0,5105.713833358184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021788236818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01260501657169226
2026-06-29 19:58:50.904000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38400.21161834024,0.011099104128676297,0.0041041708699171755,0.0042679064199760575,0.005110578037189186,0.008315032675397818,0.0026126874816847345,0.020615439936948615,0.00423791297509391,0.022702272638303253,6128.5827839341655,102.02378728438882,254446.26918957513,5481.941372195476,21816.75211858778,109.11900258411701,1850763.9293298598,234323.45288591055,520777.0863387609,135135.25038574834,357.08325549536085,202705.42033307432,5431.182655786259,19042.05297133597,109.11900258411701,1271027.0814633186,170516.74489036135,417361.9072273101,0.0,0.0,0.0,0.0,2421.0610206412875,0.0,0.0,0.0,6073.433742785681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022149007443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01280842965594845
2026-06-29 19:59:05.904000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36942.34446985407,0.0,0.002969242219164051,0.0042679064199760575,0.004279317977230601,0.0020999185363540303,0.0025726342163169148,0.020615439936948615,0.00423791297509391,0.01615118402089014,0.0,73.81109270675495,254446.26918957513,1648.3770187979878,705.942696612943,2632.100271970194,1850763.9293298598,234323.45288591055,506292.6733300941,0.0,258.3388244736423,202705.42033307432,1648.3770187979878,403.3958266359674,1728.1466432127538,1271027.0814633186,170516.74489036135,408452.96928381134,0.0,0.0,0.0,0.0,252.12239164747962,850.7798858893557,0.0,0.0,1462.8985011704374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02240873700558222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012988546022156466
2026-06-29 19:59:20.904000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36942.34446985407,0.0,0.0,0.0042679064199760575,0.004279317977230601,0.0027788544246057654,0.002534565181612169,0.020615439936948615,0.002368258758174132,0.01616374568667334,0.0,0.0,254446.26918957513,1648.3770187979878,934.1848038576827,5030.093559699698,1850763.9293298598,198775.20784003142,478906.22056198225,0.0,0.0,202705.42033307432,1648.3770187979878,533.8198879186758,3266.9679820729993,1271027.0814633186,128379.22686787607,380644.9888210351,0.0,0.0,0.0,0.0,333.6374299491724,1659.4123083545394,0.0,0.0,1260.8575381054366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02276788821669333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013191594912070533
2026-06-29 19:59:35.904000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36888.905038436635,0.0029157112354387957,0.004744640834926302,0.0042679064199760575,0.004279317977230601,0.002811206053917703,0.002534565181612169,0.020766406661619996,0.002746728014876652,0.018144058364461757,170228.45662495383,1298.7742455676248,254446.26918957513,1648.3770187979878,151299.51127226863,5030.093559699698,2034071.7395912185,230541.29121349956,478149.1033722857,117753.95731416164,193406.03908281313,202705.42033307432,1648.3770187979878,127019.2653318619,3266.9679820729993,1392602.7918243753,148895.39318670734,487981.79956474266,0.0,0.0,0.0,0.0,161.4378054548321,1659.4123083545394,0.0,0.0,1134.6534676192935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023127039427804443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013369772332699103
2026-06-29 19:59:50.904000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36888.905038436635,0.0029157112354387957,0.004744640834926302,0.0042679064199760575,0.004279317977230601,0.002811206053917703,0.002534565181612169,0.015434765609114675,0.0031251972715791725,0.01451851807133357,170228.45662495383,1298.7742455676248,254446.26918957513,1648.3770187979878,151299.51127226863,5030.093559699698,1665560.818858359,262307.37458696775,445595.18774893414,117753.95731416164,193406.03908281313,202705.42033307432,1648.3770187979878,127019.2653318619,3266.9679820729993,1136726.9562294127,169411.5595055386,462093.6017589891,0.0,0.0,0.0,0.0,161.4378054548321,1659.4123083545394,0.0,0.0,793.3201342859602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02348619063891556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013572444195005948
2026-06-29 20:00:05.904000044,0.0,0.0,0.0,0.0,20.150946415356,0.0,0.0,0.0,0.0,0.0,36992.846046657374,0.0029157112354387957,0.004744640834926302,0.0,0.004279317977230601,0.002811206053917703,0.002534565181612169,0.020953355654661023,0.003503666528281693,0.021630194762430253,170228.45662495383,1298.7742455676248,0.0,1648.3770187979878,151299.51127226863,5030.093559699698,2261070.1766276723,294073.45796043595,611219.1839038128,117753.95731416164,193406.03908281313,0.0,1648.3770187979878,127019.2653318619,3266.9679820729993,1543155.548928441,189927.72582436987,593304.480393251,0.0,0.0,0.0,0.0,161.4378054548321,1659.4123083545394,0.0,0.0,793.3201342859602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023769526398800003,0.0,0.0,0.0,0.0,1.686740728887615e-06,0.0,0.0,0.0,0.0,0.0,0.013759146650165534
2026-06-29 20:00:20.904000044,0.0,0.0,0.0,0.0,20.150946415356,0.0,0.0,0.0,0.0,0.0,36992.846046657374,0.0029157112354387957,0.004744640834926302,0.0,0.0,0.002841535829922406,0.0018500988138589645,0.02095335565466102,0.004541631080430246,0.021344747788989295,170228.45662495383,1298.7742455676248,0.0,0.0,292267.5789602297,3671.7028214206834,2261070.176627672,381193.0004816182,726269.5378317186,117753.95731416164,193406.03908281313,0.0,0.0,245599.85338139167,2384.714203603124,1543155.5489284405,246193.9958259753,596436.7360388493,0.0,0.0,0.0,0.0,0.0,1211.2834050047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024127535700883333,0.0,0.0,0.0,0.0,1.7923466147310543e-06,0.0,0.0,0.0,0.0,0.0,0.013961583554445194
