timestamp,api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,orchestrator_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy,api-gateway_cpu_usage,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,orchestrator_cpu_usage,policy-enforcer_cpu_usage,rabbitmq_cpu_usage,server_cpu_usage,sidecar_cpu_usage,api-gateway_memory_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,orchestrator_memory_usage,policy-enforcer_memory_usage,rabbitmq_memory_usage,server_memory_usage,sidecar_memory_usage,api-gateway_memory_rss_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,orchestrator_memory_rss_usage,policy-enforcer_memory_rss_usage,rabbitmq_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,api-gateway_memory_cache_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,orchestrator_memory_cache_usage,policy-enforcer_memory_cache_usage,rabbitmq_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,api-gateway_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,orchestrator_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal,system_processes_carbon_coal,api-gateway_carbon_emission,clientone_carbon_emission,clientthree_carbon_emission,clienttwo_carbon_emission,orchestrator_carbon_emission,policy-enforcer_carbon_emission,rabbitmq_carbon_emission,server_carbon_emission,sidecar_carbon_emission,system_processes_carbon_emission
2026-06-29 19:46:05.061000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37169.26493629448,0.0028921522725156626,0.005158430829119681,0.004984962230999115,0.0047589620374819805,0.0034620877264418203,0.0030416070290754217,0.02110114323797805,0.005173928290967241,0.017843420854074657,12667.030233702664,72791.58821164872,61173.34694919582,47509.46660259491,20368.752544898503,36730.62141587579,1691064.6570286064,75393.59953201747,151672.01087766793,17325.228448677193,79290.83715911735,64525.73247833727,48715.040845747244,27004.565656215615,40988.846037761155,1148585.091766636,80309.67533711888,86478.95515815965,0.0,0.0,0.0,121.58393934540018,33.20942548585301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003553747007325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023202710857492008
2026-06-29 19:46:20.061000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37169.26493629448,0.0027569594003747666,0.004255027568692947,0.004395287696957249,0.004240274706242838,0.0,0.0023150347087499434,0.0,0.005175719009607631,0.010822333016630652,3939.937539038102,1780.5028712622113,7631.700947742143,3546.9345341184617,0.0,30939.977634302304,0.0,48339.74883889559,29884.026435945758,3837.6014990630865,1686.792193827358,3785.8044071476775,3492.3663105166393,0.0,30414.76196458421,0.0,50592.87272545428,122597.46794848377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038975227156583334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025150655668042254
2026-06-29 19:46:35.061000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37369.33427563722,0.0027569594003747657,0.004255027568692947,0.004395287696957249,0.004240274706242838,0.002104359134082874,0.0030675125884279133,0.022594060381114323,0.003005748198106866,0.015430344442312791,3939.937539038101,1780.5028712622113,7631.700947742143,3546.9345341184617,1078.1521938489082,40996.69457230237,1680373.2349099054,2684.1937528769645,48859.3846207533,3837.601499063085,1686.792193827358,3785.8044071476775,3492.3663105166393,1152.507517562626,40300.76302863674,1131629.668028283,1363.4000014613152,230868.13804254206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042412984239916665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027238669159200253
2026-06-29 19:46:50.061000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37369.33427563722,0.0027569594003747657,0.004255027568692947,0.0031671466413674613,0.004240274706242838,0.002368191124614987,0.0030675125884279133,0.022594060381114323,0.0034016198909676103,0.01832514891970776,3939.937539038101,1780.5028712622113,5499.234109588594,3546.9345341184617,1213.3244820732243,40996.69457230237,1680373.2349099054,3037.71515749326,51558.69169057934,3837.601499063085,1686.792193827358,2727.9665268037907,3492.3663105166393,1297.0020325610328,40300.76302863674,1131629.668028283,1542.9664292029256,346342.906662012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004585074132325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002919668214083761
2026-06-29 19:47:05.061000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37134.691139898794,0.0027569594003747657,0.004255027568692947,0.004587692628326938,0.004240274706242838,0.0031659838863853603,0.0030266522344434485,0.022594060381114323,0.004750460314328928,0.020567497963262762,3939.937539038101,1780.5028712622113,3414.6305581777397,3546.9345341184617,1622.0674586917928,21137.87146574534,1680373.2349099054,4242.256855395542,52303.67255096238,3837.601499063085,1686.792193827358,3414.6305581777397,3492.3663105166393,1733.934179980882,20719.890956535684,1131629.668028283,2154.7971328993226,458419.58339756913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049496595811055555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003109739430303451
2026-06-29 19:47:20.061000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37134.691139898794,0.001969418631216601,0.004255027568692947,0.004725777038409702,0.0030885454247821797,0.0031659838863853603,0.0030266522344434485,0.022594060381114323,0.0037677748154176073,0.019462336059035457,2814.4724924699835,1780.5028712622113,388.1401617250674,2583.5279990763192,1622.0674586917928,21137.87146574534,1680373.2349099054,3364.6988886696913,50185.68215370998,2741.3693108473867,1686.792193827358,3148.2479784366574,2543.781414475145,1733.934179980882,20719.890956535684,1131629.668028283,1709.053403768732,456457.36123334593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052948867199944455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00330518063302559
2026-06-29 19:47:35.061000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37258.64627365221,0.0,0.004255027568692947,0.004725777038409702,0.002735189199261943,0.0031659838863853603,0.0030266522344434485,0.022594060381114323,0.004620908608669294,0.017428092909289428,0.0,1780.5028712622113,388.1401617250674,2287.9501212331143,1622.0674586917928,21137.87146574534,1680373.2349099054,125183.14640800242,31441.436231428896,0.0,1686.792193827358,3148.2479784366574,2252.7508885987586,1733.934179980882,20719.890956535684,1131629.668028283,1831.3428311609578,345406.11109572137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005640113858883334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00349994669350582
2026-06-29 19:47:50.061000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37258.64627365221,0.0030083280275054114,0.004178611030055443,0.004725777038409702,0.00436530936354487,0.002318520355197475,0.0029901395425874044,0.022594060381114323,0.004620908608669294,0.01579699653414712,2051.5641580712254,512.2347742715411,388.1401617250674,1285.8738908432822,1187.8760459435266,3392.085685497785,1680373.2349099054,125183.14640800242,90350.30045946097,973.6236682371917,597.6072366501313,3148.2479784366574,1323.6937111622024,1269.7985318706662,3222.481401222896,1131629.668028283,1831.3428311609578,343740.8488486758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005985340997772221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036953502222312495
2026-06-29 19:48:05.061000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37044.791348583545,0.0030083280275054114,0.004178611030055443,0.004725777038409702,0.00436530936354487,0.0020546883646653615,0.0029901395425874044,0.01849645672608228,0.004620908608669294,0.014848766887572635,2051.5641580712254,512.2347742715411,388.1401617250674,1285.8738908432822,1052.7037577192104,3392.085685497785,9070.78122931385,125183.14640800242,153229.1955425693,973.6236682371917,597.6072366501313,3148.2479784366574,1323.6937111622024,1125.3040168722594,3222.481401222896,8873.59033302442,1831.3428311609578,328043.3215536589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063084457190208335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038793013142504806
2026-06-29 19:48:20.061000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37044.791348583545,0.0030083280275054114,0.004178611030055443,0.004725777038409702,0.00436530936354487,0.0029632162989050776,0.002885628217696438,0.01849645672608228,0.004510123432491705,0.014600722031602925,2051.5641580712254,512.2347742715411,388.1401617250674,1285.8738908432822,22081.514200548936,1622.115028792905,9070.78122931385,228604.84732609795,270365.7915331047,973.6236682371917,597.6072366501313,3148.2479784366574,1323.6937111622024,21678.56686112286,1595.5229791405623,8873.59033302442,1554.7432941573413,231921.8888816859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066524664481875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00407412964988648
