total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
76281.67800000001,81041.26026460005,4759.582264600031,24826.040482900018,0.10292676519534555,0.1009626699649574,0.10649289123381595,0.005530221268858548
