api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
51.289482091866454,68.96937592700563,72.84153590618067,42.55202809640611,143.68070961380883,50.81262360930472,30.984445930175916,45.87367498334675,137.31188225094016,68.41175398696929,196.6156516015713,2301.8268754801275
47.78812459735553,66.47334682574312,55.35167281794611,27.765254985164106,130.1614413982888,45.84063302009743,26.17993212397572,46.657126183522955,137.31188225094016,49.85275081945216,119.89063663825236,1820.8435199169344
43.6272313384198,61.18685303965228,32.716135734986665,13.612733867282437,122.65139370792431,37.19121032609721,27.024984038034066,47.98214728750688,142.38324633669416,26.927847017356708,174.25609571951776,1600.3179396379546
43.6272313384198,60.08027693198526,30.87647562167689,12.508297357514355,126.78660088220661,37.19121032609721,28.45250433968856,47.98214728750688,142.38324633669416,24.28597073242109,230.05515068856013,1515.0356757879183
42.85993637792759,60.08027693198526,29.602224221568566,11.205635140232147,123.22612722152681,36.91155671515366,27.071847789465526,43.6542436122768,134.83361352042826,27.33967592492677,223.76692600038973,1590.0510568645327
42.85993637792759,55.9204504668553,29.602224221568566,11.205635140232147,124.85366822715172,36.91155671515366,28.8203282782136,43.6542436122768,134.83361352042826,27.33967592492677,221.87441849031524,1558.2918158860784
43.668728635306024,55.9204504668553,27.749010743880675,16.617594627382594,130.97701241173152,36.381270295359464,29.061952448932114,41.50431731971997,127.58887561789953,27.564089323320747,220.9965771162616,1704.547936423233
43.668728635306024,52.56711899185686,27.749010743880675,16.61759462738259,131.39026991974401,36.381270295359464,27.365134876042223,41.50431731971997,127.58887561789953,27.564089323320747,225.2352338810606,1682.9958609812593
43.25138103765014,52.56711899185686,26.6046417784565,17.663301491624164,118.55936670741875,36.22105131571978,26.72720746625036,39.48368266106913,110.70364120450573,26.52365939187109,210.01039661292918,1485.940298035065
43.25138103765014,52.62777591941357,26.6046417784565,17.66330149162418,124.49829009004016,36.22105131571978,25.5995075205752,39.48368266106913,110.70364120450573,26.52365939187109,213.0018874222853,1427.864497858198
43.43000135924474,52.62777591941357,30.300109898414636,19.881256047242047,105.14104238980866,34.81024970987709,25.30359698825435,38.68566332397561,99.57073136097779,14.96632980580101,209.4709528368642,1071.0023661631635
43.43000135924474,48.95905193346774,30.300109898414636,19.88125604724206,108.24216763860372,34.81024970987709,24.764718782655706,38.68566332397561,99.57073136097779,14.96632980580101,212.55712308267607,1023.0208268056323
44.492092152021755,48.95905193346774,37.45942254098418,28.387855345834115,106.68352429994182,33.73925617579625,23.906510557921468,37.06349697996665,91.32383796797056,14.628632772203954,212.33643673472542,767.4368926502722
