coredns_coredns_energy
109.6611637670814
93.91222318034481
79.31599270980007
63.87674879247047
54.65370601711928
38.230095570019756
15.585951147395532
15.529583849672223
15.935336412388702
15.95031622457692
17.23169565190833
16.731667534827384
15.963091478031485
16.014944172990454
15.269826340859119
15.113425351520888
15.609073814932165
15.424467256407949
