timestamp,coredns_coredns_energy
2026-06-13 22:00:25.903000116,274.2502169999998
2026-06-13 22:00:40.903000116,324.85262579999994
2026-06-13 22:00:55.903000116,379.7616257999999
2026-06-13 22:01:10.903000116,429.9209057999999
2026-06-13 22:01:25.903000116,484.2299057999999
2026-06-13 22:01:40.903000116,540.706835025
2026-06-13 22:01:55.903000116,654.3315
2026-06-13 22:02:10.903000116,650.8439999999999
2026-06-13 22:02:25.903000116,650.8439999999999
2026-06-13 22:02:40.903000116,650.4624
2026-06-13 22:02:55.903000116,650.4624
2026-06-13 22:03:10.903000116,631.0367999999999
2026-06-13 22:03:25.903000116,631.0367999999999
2026-06-13 22:03:40.903000116,621.7920000000001
2026-06-13 22:03:55.903000116,621.7920000000001
2026-06-13 22:04:10.903000116,593.7335999999999
2026-06-13 22:04:25.903000116,593.7335999999999
2026-06-13 22:04:40.903000116,598.0428
