timestamp,coredns_coredns_energy
2026-06-13 22:05:27.369999886,604.4688
2026-06-13 22:05:42.369999886,604.4688
2026-06-13 22:05:57.369999886,614.6964
2026-06-13 22:06:12.369999886,614.6964
2026-06-13 22:06:27.369999886,651.4776
2026-06-13 22:06:42.369999886,651.4776
2026-06-13 22:06:57.369999886,656.4167999999999
2026-06-13 22:07:12.369999886,656.4167999999999
2026-06-13 22:07:27.369999886,677.1312
2026-06-13 22:07:42.369999886,677.1312
2026-06-13 22:07:57.369999886,662.328
2026-06-13 22:08:12.369999886,662.328
2026-06-13 22:08:27.369999886,661.3919999999997
2026-06-13 22:08:42.369999886,661.3919999999997
2026-06-13 22:08:57.369999886,634.2839999999998
2026-06-13 22:09:12.369999886,634.2839999999998
2026-06-13 22:09:27.369999886,634.2407999999999
2026-06-13 22:09:42.369999886,634.2407999999999
