timestamp,coredns_coredns_energy
2026-06-13 22:45:39.094000101,609.1596000000005
2026-06-13 22:45:54.094000101,609.1596000000005
2026-06-13 22:46:09.094000101,620.4671999999998
2026-06-13 22:46:24.094000101,620.4671999999998
2026-06-13 22:46:39.094000101,639.5903999999998
2026-06-13 22:46:54.094000101,639.5903999999998
2026-06-13 22:47:09.094000101,650.4083999999989
2026-06-13 22:47:24.094000101,650.4083999999989
2026-06-13 22:47:39.094000101,655.6427999999988
2026-06-13 22:47:54.094000101,655.6427999999988
2026-06-13 22:48:09.094000101,635.4755999999994
2026-06-13 22:48:24.094000101,635.4755999999994
2026-06-13 22:48:39.094000101,622.7855999999996
2026-06-13 22:48:54.094000101,622.7855999999996
2026-06-13 22:49:09.094000101,609.9299999999994
2026-06-13 22:49:24.094000101,609.9299999999994
2026-06-13 22:49:39.094000101,598.197600000001
2026-06-13 22:49:54.094000101,598.197600000001
