timestamp,coredns_coredns_energy
2026-06-13 22:25:33.252000092,617.5187999999998
2026-06-13 22:25:48.252000092,617.5187999999996
2026-06-13 22:26:03.252000092,628.4159999999999
2026-06-13 22:26:18.252000092,628.4159999999997
2026-06-13 22:26:33.252000092,653.4899999999991
2026-06-13 22:26:48.252000092,653.489999999999
2026-06-13 22:27:03.252000092,644.6916000000004
2026-06-13 22:27:18.252000092,644.6916000000003
2026-06-13 22:27:33.252000092,650.3652000000005
2026-06-13 22:27:48.252000092,650.3652000000004
2026-06-13 22:28:03.252000092,626.5187999999997
2026-06-13 22:28:18.252000092,626.5187999999996
2026-06-13 22:28:33.252000092,613.5191999999995
2026-06-13 22:28:48.252000092,613.5191999999994
2026-06-13 22:29:03.252000092,590.9184000000007
2026-06-13 22:29:18.252000092,590.9184000000006
2026-06-13 22:29:33.252000092,579.6827999999998
2026-06-13 22:29:48.252000092,579.6827999999997
