coredns_coredns_energy
582.1321017
587.19234258
600.6723625800003
605.6882905800002
631.1931505799998
636.8408435024999
650.4990300000001
650.1502800000001
656.3048399999998
656.2666799999997
637.7868
635.84424
627.6837599999997
626.7592799999998
608.4036000000002
605.5977600000002
601.6554000000001
602.0863200000001
