timestamp,api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,policy_cpu_usage,server_cpu_usage,sidecar_cpu_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,policy_memory_usage,server_memory_usage,sidecar_memory_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,policy_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,policy_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,api-gateway_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,orchestrator_carbon_coal,policy_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal,system_processes_carbon_coal,api-gateway_carbon_emission,clientone_carbon_emission,clientthree_carbon_emission,clienttwo_carbon_emission,orchestrator_carbon_emission,policy_carbon_emission,policy-enforcer_carbon_emission,rabbitmq_carbon_emission,server_carbon_emission,sidecar_carbon_emission,system_processes_carbon_emission
2026-06-18 19:02:22.147000074,453.2364000000007,808.4304000000001,730.2852000000001,684.9648,262.7099999999998,582.5520000000006,389.6207999999992,1530.1152000000009,719.7803999999985,6745.298399999997,68317.10592240005,0.016374060227040996,0.008222992033230979,0.04914574413274812,0.00048756783370898824,0.02752450770705819,0.04884794551319901,11025.871796614776,869500.1591755615,5712.4380407554145,0.0,24771.148314772476,213790.38825328296,11081.5580178098,0.0,6367.367242880239,0.0,25798.24470831182,208860.8259376675,0.0,0.0,0.0,0.0,0.0,0.0,0.0006113229326212346,0.0013672700422725926,0.0012311635229685185,0.0011216514658612343,0.0005249100305549382,0.0010177939069714816,0.0005512118079680246,0.0026465423628127156,0.0013574978454480246,0.010637029621408457,0.11800255233251838,0.00034749748635376206,0.0007828149830886441,0.0007007300506982155,0.0006407714237191771,0.00029840504476509063,0.0005763589561498861,0.00031508252263214373,0.0015124101153470835,0.0007675043396742008,0.006166581864280088,0.06709247402486218
2026-06-18 19:02:37.147000074,453.2364000000007,808.4304000000001,706.1615999999992,684.9648,262.7099999999998,582.5520000000006,389.6207999999992,1530.1152000000009,719.7803999999985,6618.758399999997,68212.17732240005,0.016374060227040996,0.008222992033230979,0.04914574413274812,0.00048756783370898824,0.02752450770705819,0.007111347492656867,11025.871796614776,892551.9079946681,5712.4380407554145,0.0,24771.148314772476,6482.092287189738,11081.5580178098,0.0,6367.367242880239,0.0,25798.24470831182,6567.382975179077,0.0,0.0,0.0,0.0,0.0,0.0,0.0006146600733619753,0.0013747238644948147,0.0012378759951907406,0.0011277679621575307,0.0005277712990734567,0.0010233411791937036,0.0005542160727828395,0.0026609667868867904,0.0013649002658183951,0.010702321853815864,0.11864566847511099,0.0003493761951834722,0.0007870388678024122,0.0007040450814720521,0.0006442330909981627,0.0003000171881020471,0.0005794983394209484,0.00031678476660678133,0.0015205809620970833,0.0007716874704837246,0.006199326614876673,0.06743930467757502
2026-06-18 19:02:52.147000074,387.16920000000033,810.7668000000014,706.1615999999992,654.3144,214.1676000000009,587.246400000001,389.21040000000033,1540.8071999999997,699.7823999999993,6173.841599999995,67220.40024480005,0.016374060227040996,0.006210780199410284,0.04914574413274812,0.00048756783370898824,0.019430543930968467,0.007041291481878952,11025.871796614776,674139.4974866618,5712.4380407554145,0.0,17486.848109087034,89610.33862083104,11081.5580178098,0.0,6367.367242880239,0.0,18211.91254287845,84156.27560516378,0.0,0.0,0.0,0.0,0.0,0.0,0.0006179972141027159,0.001382177686717037,0.0012445884674129627,0.001133884458453827,0.0005306325675919751,0.0010288884514159256,0.0005572203375976543,0.002675391210960864,0.0013723026861887653,0.010767614086223272,0.11928878461770356,0.00035070844867695933,0.0007918920678029312,0.0007078433967329217,0.0006477047004389203,0.00030041514103836914,0.0005824826913983923,0.00031946855866626033,0.0015299108473124548,0.0007749401606395639,0.0062256936132049495,0.06777060074820968
2026-06-18 19:03:07.147000074,387.16920000000033,810.7668000000014,710.8092,654.3144,214.1676000000009,587.246400000001,389.21040000000033,1540.8071999999997,699.7823999999993,6045.065999999994,67322.56944480006,0.011339264124729043,0.005636153188412851,0.0,0.00048756783370898824,0.012844739359158301,0.00791972334146868,7635.569356264019,779654.8881118394,0.0,0.0,302939.45480631274,219151.76433524414,7674.1328378613125,373241.1626080125,0.0,0.0,298066.76231468195,204743.7447123948,0.0,0.0,0.0,0.0,0.0,0.0,0.0006188675889795895,0.0013914433160000003,0.001251006912984058,0.0011395800703111112,0.0005290348040053141,0.001034037681962802,0.0005633065565361111,0.002692638426302657,0.0013758801973411837,0.010776087956735708,0.11978490943175978,0.0003525842203507945,0.0007961193037204939,0.0007122559650703353,0.0006511664081701032,0.0003020207947910573,0.0005856212393259285,0.00032117604880246104,0.0015380878888715946,0.0007791182608750711,0.006258010105564515,0.06812369910195211
2026-06-18 19:03:22.147000074,340.66440000000057,841.1040000000005,710.8092,641.9196000000002,185.55480000000017,585.3275999999987,390.6215999999996,1563.6671999999985,705.0996000000016,5714.693999999998,66128.17679999999,0.0027303650389540212,0.005636153188412851,0.002778682179115735,0.00048756783370898824,0.0028410715183192496,0.008185607189908791,421470.64566145366,779654.8881118394,516586.4944371945,0.0,492499.8944564507,219151.76433524414,414414.1191784231,373241.1626080125,507119.06394461525,0.0,483606.7346836206,204743.7447123948,0.0,0.0,0.0,0.0,0.0,0.0,0.0006221913806462561,0.0013989067942608696,0.0012577177173318842,0.0011456942152386475,0.000531872144585024,0.0010395828196439613,0.0005663273482027779,0.0027070779878968602,0.0013832619998774155,0.010837204590189813,0.12042723731762933,0.00035385793998838645,0.0008009481998558005,0.000716057558844529,0.0006544140261675956,0.00030237168436817965,0.0005885090321923764,0.0003238406189745862,0.0015472338108270742,0.0007827462613097374,0.006284744655732843,0.06846875476298853
2026-06-18 19:03:37.147000074,340.66440000000057,841.1040000000005,746.2368000000001,641.9196000000002,185.55480000000017,585.3275999999987,390.6215999999996,1563.6671999999985,705.0996000000016,5698.511999999996,65917.04399999998,0.0027303650389540212,0.0035323391864467107,0.002778682179115735,0.0006456487572034152,0.0028410715183192496,0.003871197570976178,421470.64566145366,687838.4490300134,516586.4944371945,41725.36236102218,492499.8944564507,336941.2827957839,414414.1191784231,676789.2501039946,507119.06394461525,0.0,483606.7346836206,314159.98603724863,0.0,0.0,0.0,0.0,0.0,0.0,0.0006255151723129227,0.0014063702725217388,0.0012644285216797098,0.0011518083601661834,0.0005347094851647342,0.0010451279573251207,0.0005693481398694444,0.0027215175494910626,0.001390643802413647,0.01089832122364392,0.1210695652034989,0.0003557305118500886,0.0008051786052848787,0.0007209042000163689,0.0006578745893058936,0.0003039707026093144,0.0005916462434002618,0.000325553170393026,0.001555415976071755,0.000786921413055257,0.006318161013869536,0.06881272772117933
2026-06-18 19:03:52.147000074,323.80920000000054,847.3571999999989,746.2368000000001,643.8996000000013,187.27200000000076,590.4827999999987,400.60080000000045,1599.4475999999997,714.5675999999995,5737.424399999999,65399.10840000001,0.0027303650389540212,0.0035323391864467107,0.002778682179115735,0.0008341181424912912,0.0028410715183192496,0.0038047350646855872,421470.64566145366,687838.4490300134,516586.4944371945,88909.40302381935,492499.8944564507,409953.7201187243,414414.1191784231,676789.2501039946,507119.06394461525,0.0,483606.7346836206,381777.41567622795,0.0,0.0,0.0,0.0,0.0,0.0,0.0006288389639795893,0.0014138337507826086,0.0012711393260275363,0.0011579225050937197,0.0005375468257444444,0.0010506730950062802,0.0005723689315361111,0.002735957111085266,0.001398025604949879,0.010959437857098027,0.12171189308936847,0.0003570142728224502,0.0008095721421999935,0.0007247113127114044,0.0006613476601392127,0.00030432648355671924,0.0005948860713849549,0.0003282051617174561,0.001564578857470912,0.0007905263489835635,0.006345589978404983,0.06914066191774858
2026-06-18 19:04:07.147000074,323.80920000000054,847.3571999999989,753.713999999999,643.8996000000013,187.27200000000076,590.4827999999987,400.60080000000045,1599.4475999999997,714.5675999999995,5719.233600000001,65661.61680000003,0.0027303650389540212,0.0035323391864467107,0.002778682179115735,0.0008341181424912912,0.0028410715183192496,0.003867776785891094,421470.64566145366,687838.4490300134,516586.4944371945,91471.74048977197,492499.8944564507,359710.99301873206,414414.1191784231,676789.2501039946,507119.06394461525,0.0,483606.7346836206,334815.88022146706,0.0,0.0,0.0,0.0,0.0,0.0,0.0006300035256107565,0.0014226942963808508,0.0012808265044940898,0.0011636904228598112,0.0005359155640591016,0.0010559505348410163,0.0005787667966574468,0.002753915171827069,0.0014034169571799052,0.010986222892961731,0.12220520568640875,0.00035888374798385373,0.0008138033923719234,0.0007285339904110877,0.000664808276486581,0.0003059189960514561,0.0005980238238494939,0.0003299226291385088,0.0015727661547130173,0.0007946984774871097,0.006376917902852556,0.06949066745261187
2026-06-18 19:04:22.147000074,297.91440000000034,845.7768000000007,753.713999999999,655.1028000000013,188.2691999999998,590.7707999999991,412.36559999999946,1645.4556000000032,733.3379999999999,5776.131599999996,66086.5644,0.0027303650389540212,0.0035323391864467107,0.002778682179115735,0.0008341181424912912,0.0028410715183192496,0.0037404921941804796,421470.64566145366,687838.4490300134,516586.4944371945,91471.74048977197,492499.8944564507,323633.6318057856,414414.1191784231,676789.2501039946,507119.06394461525,0.0,483606.7346836206,218295.19010086998,0.0,0.0,0.0,0.0,0.0,0.0,0.0006333158678093381,0.0014301650517,0.0012875528520118204,0.0011698026604484637,0.0005387294293073287,0.00106149426711052,0.0005818053179340426,0.002768373205515012,0.0014107882089529553,0.011045270532589392,0.12284675124314635,0.00036015486586569436,0.0008183480227957658,0.0007323411844461754,0.0006684408459248647,0.0003062744110099132,0.0006011049985534314,0.0003325730073993981,0.001581928340587031,0.0007987588506776862,0.006405519010601624,0.06986241754957849
2026-06-18 19:04:37.147000074,297.91440000000034,845.7768000000007,744.3144000000004,655.1028000000013,188.2691999999998,590.7707999999991,412.36559999999946,1645.4556000000032,733.3379999999999,5805.165599999996,66394.49759999999,0.0,0.0,0.002778682179115735,0.0008341181424912912,0.0033838447088290883,0.0038271702916167333,0.0,0.0,516586.4944371945,91471.74048977197,51.29618033813401,357442.1130752356,0.0,0.0,507119.06394461525,0.0,0.0,218295.19010086998,0.0,0.0,0.0,0.0,0.0,0.0,0.0006366282100079197,0.001437635807019149,0.0012942791995295506,0.0011759148980371162,0.0005415432945555554,0.0010670379993800237,0.0005848438392106383,0.002782831239202955,0.0014181594607260047,0.01110431817221705,0.12348829679988392,0.0003620212272823611,0.0008225808862228492,0.0007359437581536916,0.000671902340772087,0.00030786051693699643,0.0006042424557113263,0.00033429530609384257,0.001590120686493281,0.0008029303818917212,0.006439133837149254,0.07022117252347916
