total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
528803.0950578724,609899.8881970104,81096.79313913803,0.16067361159985705,0.3181108604942667,0.15743724889440963
