timestamp,nginx-ingress_nginx-ingress_energy
2026-06-14 09:24:05.367000103,691.2504000000035
2026-06-14 09:24:20.367000103,706.4676000000015
2026-06-14 09:24:35.367000103,706.4676000000015
2026-06-14 09:24:50.367000103,720.8964000000012
2026-06-14 09:25:05.367000103,720.8964000000012
2026-06-14 09:25:20.367000103,729.2520000000022
2026-06-14 09:25:35.367000103,729.2520000000022
2026-06-14 09:25:50.367000103,738.1044000000002
2026-06-14 09:26:05.367000103,738.1044000000002
2026-06-14 09:26:20.367000103,741.5315999999958
2026-06-14 09:26:35.367000103,741.5315999999958
2026-06-14 09:26:50.367000103,743.2704
2026-06-14 09:27:05.367000103,743.2704
2026-06-14 09:27:20.367000103,739.9512000000008
2026-06-14 09:27:35.367000103,739.9512000000008
2026-06-14 09:27:50.367000103,736.3727999999971
2026-06-14 09:28:05.367000103,736.3727999999971
2026-06-14 09:28:20.367000103,735.0839999999997
