timestamp,nginx-ingress_nginx-ingress_energy
2026-06-14 09:34:08.329999924,727.4448000000001
2026-06-14 09:34:23.329999924,711.1152000000002
2026-06-14 09:34:38.329999924,711.1152000000002
2026-06-14 09:34:53.329999924,701.7300000000031
2026-06-14 09:35:08.329999924,701.7300000000031
2026-06-14 09:35:23.329999924,693.7920000000024
2026-06-14 09:35:38.329999924,693.7920000000024
2026-06-14 09:35:53.329999924,678.3552000000018
2026-06-14 09:36:08.329999924,678.3552000000018
2026-06-14 09:36:23.329999924,669.3084000000018
2026-06-14 09:36:38.329999924,669.3084000000018
2026-06-14 09:36:53.329999924,676.6379999999975
2026-06-14 09:37:08.329999924,676.6379999999975
2026-06-14 09:37:23.329999924,689.0399999999985
2026-06-14 09:37:38.329999924,689.0399999999985
2026-06-14 09:37:53.329999924,710.8704000000001
2026-06-14 09:38:08.329999924,710.8704000000001
2026-06-14 09:38:23.329999924,738.2231999999979
