timestamp,nginx-ingress_nginx-ingress_energy
2026-06-14 09:29:06.842999935,752.1048000000009
2026-06-14 09:29:21.842999935,759.0383999999983
2026-06-14 09:29:36.842999935,759.0383999999983
2026-06-14 09:29:51.842999935,772.4699999999985
2026-06-14 09:30:06.842999935,772.4699999999985
2026-06-14 09:30:21.842999935,783.3672000000023
2026-06-14 09:30:36.842999935,783.3672000000023
2026-06-14 09:30:51.842999935,790.7148000000016
2026-06-14 09:31:06.842999935,790.7148000000016
2026-06-14 09:31:21.842999935,783.5652000000002
2026-06-14 09:31:36.842999935,783.5652000000002
2026-06-14 09:31:51.842999935,776.6928000000006
2026-06-14 09:32:06.842999935,776.6928000000006
2026-06-14 09:32:21.842999935,759.5495999999995
2026-06-14 09:32:36.842999935,759.5495999999995
2026-06-14 09:32:51.842999935,742.5791999999977
2026-06-14 09:33:06.842999935,742.5791999999977
2026-06-14 09:33:21.842999935,732.8231999999969
