timestamp,nginx-ingress_nginx-ingress_energy
2026-06-14 09:49:12.732000113,688.6943999999987
2026-06-14 09:49:27.732000113,687.2796000000022
2026-06-14 09:49:42.732000113,687.2796000000022
2026-06-14 09:49:57.732000113,683.7840000000017
2026-06-14 09:50:12.732000113,683.7840000000017
2026-06-14 09:50:27.732000113,681.2891999999983
2026-06-14 09:50:42.732000113,681.2891999999983
2026-06-14 09:50:57.732000113,683.8560000000017
2026-06-14 09:51:12.732000113,683.8560000000017
2026-06-14 09:51:27.732000113,688.4316000000031
2026-06-14 09:51:42.732000113,688.4316000000031
2026-06-14 09:51:57.732000113,691.0055999999992
2026-06-14 09:52:12.732000113,691.0055999999992
2026-06-14 09:52:27.732000113,707.9795999999991
2026-06-14 09:52:42.732000113,707.9795999999991
2026-06-14 09:52:57.732000113,718.9920000000005
2026-06-14 09:53:12.732000113,718.9920000000005
2026-06-14 09:53:27.732000113,737.2656000000001
