nginx-ingress_nginx-ingress_energy
729.2199599999992
729.5173199999997
731.9260800000004
733.0737600000003
731.2165200000003
732.6457200000009
732.1064400000007
733.4236800000006
731.5570800000008
730.5775200000007
731.0037600000009
731.2006800000001
727.9754399999996
728.82648
729.4553999999996
728.769239999999
728.8300799999992
728.9071199999994
