nginx-ingress_nginx-ingress_energy
27.878613452177994
32.13227364728386
34.15720880025134
39.791570089354046
37.854674213681776
43.40113778950958
42.45735587829267
45.149062357307926
44.594221464042484
44.097027419815205
44.261438880541995
40.433085559032826
40.957244429966714
31.959396671151808
34.45379753931446
27.83908423235208
29.393193732971476
25.34496337941779
