timestamp,nginx-ingress_nginx-ingress_energy
2026-06-14 09:44:11.259999990,716.1983999999969
2026-06-14 09:44:26.259999990,695.7504000000007
2026-06-14 09:44:41.259999990,695.7504000000007
2026-06-14 09:44:56.259999990,680.3207999999981
2026-06-14 09:45:11.259999990,680.3207999999981
2026-06-14 09:45:26.259999990,673.2252000000033
2026-06-14 09:45:41.259999990,673.2252000000033
2026-06-14 09:45:56.259999990,678.2111999999972
2026-06-14 09:46:11.259999990,678.2111999999972
2026-06-14 09:46:26.259999990,678.3696000000019
2026-06-14 09:46:41.259999990,678.3696000000019
2026-06-14 09:46:56.259999990,681.7499999999994
2026-06-14 09:47:11.259999990,681.7499999999994
2026-06-14 09:47:26.259999990,692.5716
2026-06-14 09:47:41.259999990,692.5716
2026-06-14 09:47:56.259999990,688.8815999999999
2026-06-14 09:48:11.259999990,688.8815999999999
2026-06-14 09:48:26.259999990,686.6459999999996
