timestamp,nginx-ingress_nginx-ingress_energy
2026-06-14 09:39:09.819000006,758.2319999999988
2026-06-14 09:39:24.819000006,777.2472000000006
2026-06-14 09:39:39.819000006,777.2472000000006
2026-06-14 09:39:54.819000006,789.1740000000002
2026-06-14 09:40:09.819000006,789.1740000000002
2026-06-14 09:40:24.819000006,801.7416000000003
2026-06-14 09:40:39.819000006,801.7416000000003
2026-06-14 09:40:54.819000006,806.5980000000036
2026-06-14 09:41:09.819000006,806.5980000000036
2026-06-14 09:41:24.819000006,804.8376000000012
2026-06-14 09:41:39.819000006,804.8376000000012
2026-06-14 09:41:54.819000006,798.6564000000001
2026-06-14 09:42:09.819000006,798.6564000000001
2026-06-14 09:42:24.819000006,787.4316000000018
2026-06-14 09:42:39.819000006,787.4316000000018
2026-06-14 09:42:54.819000006,771.9659999999974
2026-06-14 09:43:09.819000006,771.9659999999974
2026-06-14 09:43:24.819000006,740.3904000000002
