timestamp,nginx-ingress_nginx-ingress_energy
2026-06-14 09:09:00.937000036,710.0963999999992
2026-06-14 09:09:15.937000036,710.0963999999993
2026-06-14 09:09:30.937000036,715.5179999999995
2026-06-14 09:09:45.937000036,715.5179999999997
2026-06-14 09:10:00.937000036,717.4295999999986
2026-06-14 09:10:15.937000036,717.4295999999988
2026-06-14 09:10:30.937000036,724.3955999999981
2026-06-14 09:10:45.937000036,724.3955999999982
2026-06-14 09:11:00.937000036,727.6499999999999
2026-06-14 09:11:15.937000036,727.65
2026-06-14 09:11:30.937000036,739.5156000000021
2026-06-14 09:11:45.937000036,739.5156000000023
2026-06-14 09:12:00.937000036,735.1415999999998
2026-06-14 09:12:15.937000036,735.1415999999999
2026-06-14 09:12:30.937000036,752.0544000000012
2026-06-14 09:12:45.937000036,752.0544000000014
2026-06-14 09:13:00.937000036,754.2611999999976
2026-06-14 09:13:15.937000036,754.2611999999978
