api-gateway_sidecar_energy,clientone_sidecar_energy,clientthree_sidecar_energy,clienttwo_sidecar_energy,orchestrator_sidecar_energy,policy-enforcer_sidecar_energy,server_sidecar_energy
292.778400000003,573.2267999999965,437.3000000000058,469.29200000000367,292.79159999999524,292.7879999999953,542.9796000000027
292.778400000003,568.6664000000029,437.3000000000058,476.9808000000024,292.79159999999524,292.7879999999953,537.2540000000015
296.1583999999959,568.6664000000029,434.809199999998,476.9808000000024,296.1667999999998,296.1568000000114,537.2540000000015
296.1583999999959,563.0551999999982,434.809199999998,473.2116000000034,296.1667999999998,296.1568000000114,535.9324000000026
296.5451999999971,563.0551999999982,446.5023999999956,473.2116000000034,296.554000000001,296.561600000001,535.9324000000026
296.5451999999971,558.799599999998,446.5023999999956,481.18079999999264,296.554000000001,296.561600000001,531.0127999999966
297.44840000000806,558.799599999998,445.3352000000039,481.18079999999264,297.43200000000036,297.46280000000036,531.0127999999966
297.44840000000806,556.2152000000026,445.3352000000039,473.64479999999855,297.43200000000036,297.46280000000036,528.3784000000018
296.65680000000106,556.2152000000026,446.94040000000166,473.64479999999855,296.6555999999972,296.6779999999972,528.3784000000018
296.65680000000106,537.5044,446.94040000000166,459.06919999999747,296.6555999999972,296.6779999999972,505.7824000000026
290.4288000000041,537.5044,419.7,459.06919999999747,291.7007999999925,290.30600000000027,505.7824000000026
290.4288000000041,525.3895999999997,419.7,447.7176000000077,291.7007999999925,290.30600000000027,500.06840000000176
283.3220000000013,525.3895999999997,418.0635999999927,447.7176000000077,288.29840000000513,282.9496000000013,500.06840000000176
283.3220000000013,513.5192824959374,418.0635999999927,447.8944000000066,288.29840000000513,282.9496000000013,496.32119999999196
278.2411999999991,513.5192824959374,413.07760000000354,447.8944000000066,286.6767999999991,277.5663999999991,496.32119999999196
278.2411999999991,511.1535999999983,413.07760000000354,444.3028000000019,286.6767999999991,277.5663999999991,502.3972000000026
278.0952000000011,511.1535999999983,418.0627999999955,444.3028000000019,285.72240000000113,277.5368000000011,502.3972000000026
278.0952000000011,530.2260000000053,418.0627999999955,456.47359999999617,285.72240000000113,277.5368000000011,516.7883999999972
