api-gateway_sidecar_energy,clientone_sidecar_energy,clientthree_sidecar_energy,clienttwo_sidecar_energy,orchestrator_sidecar_energy,policy-enforcer_sidecar_energy,server_sidecar_energy
13.88885354577523,66.66979319133962,26.88219474522019,42.80701770523306,13.890634839919889,13.89095546260304,40.46256519876013
15.410888121844987,65.27736689652984,28.27423841053925,37.51152568606325,15.41184965460038,15.412817195569488,40.31396147817739
15.40383661507731,71.5328789840305,32.20267140719861,42.00305085319639,15.408127177045563,15.409399581295078,50.75354104296794
16.02049034755167,63.05646270269145,32.1380247547347,41.15387906207821,16.025160000449613,16.024495710755122,54.16353096673219
15.473644504640902,77.51503571968614,32.36863201780475,50.33719658606332,15.47998835348439,15.478611216773038,58.05940201194017
17.879946942203194,73.00051360531788,31.112100438254775,43.86979980916332,17.878607257166337,17.880999374755334,47.650723149349616
18.221905291818846,79.44980597242387,33.701908552482514,37.553315905577506,18.222345203183757,18.2247544022958,47.52911270958042
19.853319828784436,79.84335388556583,31.13967890932605,36.44916722011713,19.85347023409122,19.856772531708124,48.752993393391066
19.61351533203573,84.1319941882771,32.358845053308706,32.77404824284058,19.611932466128362,19.617998444693733,40.192462478429334
19.78354276058794,87.02822120705636,36.005088448384186,33.16157160569893,19.78203244401398,19.78639234585126,40.119002766469634
21.090291937665867,70.07636938814592,29.691544881329325,30.685398003348293,21.084010299371055,21.088833403863976,25.244527360995985
19.626078339189423,72.75081935934371,34.10161800759708,28.899518945200874,19.61832872147809,19.630085925027597,26.11306405184876
20.528775278033994,59.61395077275197,29.744777399470262,32.347151307279205,20.511119776745023,20.5268684680343,20.932237693661758
19.18548932542525,64.41503259333216,30.581042683072845,32.84208639803547,19.173656496349203,19.189473718265287,18.7715272733992
19.849409365924103,49.67138794340377,21.082570267971985,37.53240351248554,19.842123051327366,19.855683116327633,22.291463189662274
17.04256468445987,52.13312114209253,25.207193601827168,29.28920639853655,17.03583409217253,17.0429142296741,18.121334434308473
16.09842066539345,49.67593997323172,21.642243105924383,36.330454096585825,16.0979159640012,16.10437019395702,19.89661882270626
14.03491840859716,51.604798779185025,21.12402314863186,33.72817889990531,14.03363952850616,14.035417221301413,18.585295306129527
