total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
77261.89752,78095.562834724,833.6653147239965,0.0704862194607456,0.07555211256252195,0.00506589310177626
