timestamp,aggregator_energy,api-gateway_energy,authority_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy,aggregator_cpu_usage,api-gateway_cpu_usage,authority_cpu_usage,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,orchestrator_cpu_usage,policy_cpu_usage,policy-enforcer_cpu_usage,rabbitmq_cpu_usage,server_cpu_usage,sidecar_cpu_usage,aggregator_memory_usage,api-gateway_memory_usage,authority_memory_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,orchestrator_memory_usage,policy_memory_usage,policy-enforcer_memory_usage,rabbitmq_memory_usage,server_memory_usage,sidecar_memory_usage,aggregator_memory_rss_usage,api-gateway_memory_rss_usage,authority_memory_rss_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,orchestrator_memory_rss_usage,policy_memory_rss_usage,policy-enforcer_memory_rss_usage,rabbitmq_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,aggregator_memory_cache_usage,api-gateway_memory_cache_usage,authority_memory_cache_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,orchestrator_memory_cache_usage,policy_memory_cache_usage,policy-enforcer_memory_cache_usage,rabbitmq_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,aggregator_carbon_coal,api-gateway_carbon_coal,authority_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,kernel_processes_carbon_coal,orchestrator_carbon_coal,policy_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal,system_processes_carbon_coal,aggregator_carbon_emission,api-gateway_carbon_emission,authority_carbon_emission,clientone_carbon_emission,clientthree_carbon_emission,clienttwo_carbon_emission,kernel_processes_carbon_emission,orchestrator_carbon_emission,policy_carbon_emission,policy-enforcer_carbon_emission,rabbitmq_carbon_emission,server_carbon_emission,sidecar_carbon_emission,system_processes_carbon_emission
2026-09-22 06:59:49.061000109,0.0,0.0,0.0,0.0,0.0,0.0,308276.6242241044,0.0,0.0,0.0,0.0,0.0,219.62775860798376,128.78606168968957,0.011487185989683773,0.027848277837721012,0.005600842130952186,0.004253548163510145,0.0038667923535764537,0.003716813419480202,8.56224522787643e-05,0.00019556266308639448,6.091935775713459e-05,0.03012553110443506,0.0037949650868642454,0.019627574731255197,335739.1363822494,276734.82354676747,396186.41980543843,156913.55586279547,304594.0179598756,420085.854396983,177702.93604353664,109308.01992081234,144232.09780445253,1251250.37585717,80530.92222267477,1435560.7936623269,234423.26028003223,173491.50111757434,287370.56271586585,118807.85071067513,242199.6776813878,256074.95266974642,41190.99452712573,24137.071167157654,97.88638869827352,864716.9164317101,25386.721695018037,1113872.9120234766,24267.493575673812,49190.588017339134,20105.659698092895,11.236201637149694,0.0,0.0,73427.10245586516,16615.30381458036,63178.67201982854,297005.8069822782,10973.2325083606,12652.419747663927,0.0,0.0,0.0,0.0,0.0,0.0,0.2708799928293803,0.0,4.6695552322623827e-07,0.0,0.0,0.0,2.155741687840435e-05,6.28196497119488e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.09724315975799669,0.0,7.399943413869922e-07,0.0,0.0,0.0,3.556155318841425e-05,5.86342480861187e-05
2026-09-22 07:00:04.061000109,0.0,0.0,0.0,0.0,0.0,0.0,308602.79848612135,0.0,0.0,0.0,0.0,0.0,222.61181681644715,129.6134581540709,0.011487185989683773,0.027848277837721012,0.005600842130952186,0.004253548163510145,0.0038667923535764537,0.0036830203857347254,8.56224522787643e-05,0.00019556266308639448,5.879930036512779e-05,0.030174098734700335,0.0037949650868642454,0.01955039204463361,335739.1363822494,276734.82354676747,396186.41980543843,156913.55586279547,304594.0179598756,388607.00206794334,177702.93604353664,109308.01992081234,134003.98810435136,1348605.1535700648,80530.92222267477,1451161.1919502378,234423.26028003223,173491.50111757434,287370.56271586585,118807.85071067513,242199.6776813878,238625.26645978627,41190.99452712573,24137.071167157654,0.0,929697.2594221351,25386.721695018037,1103856.2151655636,24267.493575673812,49190.588017339134,20105.659698092895,11.236201637149694,0.0,0.0,73427.10245586516,16615.30381458036,58739.33961520082,274563.959672681,10973.2325083606,12652.419747663927,0.0,0.0,0.0,0.0,0.0,0.0,0.2713774364088394,0.0,4.648549911510312e-07,0.0,0.0,0.0,2.4387861797235512e-05,6.24231262656953e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.09809667065531395,0.0,7.390920543515573e-07,0.0,0.0,0.0,3.622510958798505e-05,5.93961684041981e-05
2026-09-22 07:00:19.061000109,0.0,0.0,0.0,0.0,0.0,0.0,308598.1409981361,0.0,0.0,0.0,0.0,0.0,225.46067191924166,129.620367812589,0.011487185989683773,0.027737585450567582,0.005600842130952186,0.004253548163510145,0.0038667923535764537,0.0036830203857347254,8.56224522787643e-05,0.00019556266308639448,5.879930036512779e-05,0.030174098734700335,0.0036104759065841855,0.01954605562333688,335739.1363822494,285352.5646219917,396186.41980543843,156913.55586279547,304594.0179598756,388607.00206794334,177702.93604353664,109308.01992081234,134003.98810435136,1348605.1535700648,81337.86473486324,1457587.4628269672,234423.26028003223,174633.14450722278,287370.56271586585,118807.85071067513,242199.6776813878,238625.26645978627,41190.99452712573,24137.071167157654,0.0,929697.2594221351,24697.22347597598,1107405.4010707228,24267.493575673812,52810.1008464026,20105.659698092895,11.236201637149694,0.0,0.0,73427.10245586516,16615.30381458036,58739.33961520082,274563.959672681,11271.011638743277,13342.412665113845,0.0,0.0,0.0,0.0,0.0,0.0,0.2717823602910876,0.0,4.655505999334664e-07,0.0,0.0,0.0,2.466110422147794e-05,6.255892834724648e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.09809642969696142,0.0,7.421960746043484e-07,0.0,0.0,0.0,3.6622722463876826e-05,5.951994017967076e-05
2026-09-22 07:00:34.061000109,0.0,0.0,0.0,0.0,0.0,0.0,309501.13711389346,0.0,0.0,0.0,0.0,0.0,222.61390715126583,139.70743018813184,0.011490784665464328,0.027737585450567582,0.005634490219998731,0.004253548163510145,0.0038226887225652232,0.0036830203857347245,8.56224522787643e-05,0.00019081794289172303,5.879930036512779e-05,0.030541402185167075,0.003726475621543679,0.019314776410710638,299296.6996104771,285352.5646219917,379887.0496592015,156913.55586279547,279491.9119506891,388607.0020679432,177702.93604353664,114097.25069688167,134003.98810435136,1391613.270531767,114962.26810403868,1433077.7269194534,209880.79886410845,174633.14450722278,274429.72314556775,118807.85071067513,222510.2167960494,238625.26645978622,41190.99452712573,22123.76483071856,0.0,953714.1866927209,23390.52890853743,1092310.4269332131,26334.793040061766,52810.1008464026,21668.319361902948,11.236201637149694,0.0,0.0,73427.10245586516,22821.533029522016,58739.33961520082,291347.77281716233,14145.374581191976,13456.890804665816,0.0,0.0,0.0,0.0,0.0,0.0,0.2721872841733358,0.0,4.6624620871590144e-07,0.0,0.0,0.0,2.4934346645720363e-05,6.269473042879767e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0990404559603498,0.0,7.412874895852076e-07,0.0,0.0,0.0,3.6359862700558e-05,6.0029886230000624e-05
2026-09-22 07:00:49.061000109,0.0,0.0,0.0,0.0,0.0,0.0,309500.9697247632,0.0,0.0,0.0,0.0,0.0,225.4627695606343,139.71039718505156,0.011490784665464328,0.027737585450567582,0.005634490219998731,0.004253548163510145,0.0038226887225652232,0.003659779434336586,8.56224522787643e-05,0.00019121922221017483,5.879930036512779e-05,0.030541402185167075,0.003726475621543679,0.019158143489983574,299296.6996104771,285352.5646219917,379887.0496592015,156913.55586279547,279491.9119506891,411414.7559986621,177702.93604353664,123689.21484133093,134003.98810435136,1391613.270531767,114962.26810403868,1423852.4003340427,209880.79886410845,174633.14450722278,274429.72314556775,118807.85071067513,222510.2167960494,251840.08943584855,41190.99452712573,23984.402305841966,0.0,953714.1866927209,23390.52890853743,1087616.9688784725,26334.793040061766,52810.1008464026,21668.319361902948,11.236201637149694,0.0,0.0,73427.10245586516,24740.85372016399,58739.33961520082,291347.77281716233,14145.374581191976,13435.998564969563,0.0,0.0,0.0,0.0,0.0,0.0,0.2725922080555841,0.0,4.6694181749833653e-07,0.0,0.0,0.0,2.5207589069962782e-05,6.283053251034885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.09904024732108466,0.0,7.444007249418149e-07,0.0,0.0,0.0,3.675028968793669e-05,6.015548609520755e-05
2026-09-22 07:01:04.061000109,0.0,0.0,0.0,0.0,0.0,0.0,310475.95981240185,0.0,0.0,0.0,0.0,0.0,222.6142854324095,142.34139061063507,0.010928766470163515,0.02609511411110727,0.005389239763036259,0.004140168335251442,0.003833574808470261,0.003659779434336586,8.56224522787643e-05,0.00019121922221017483,8.212129773832973e-05,0.030541402185167075,0.003726475621543679,0.019106071129341755,284657.99599956296,296508.5108586817,353552.09339669725,150401.22758953157,253691.8451372203,411414.7559986621,177702.93604353664,123689.21484133093,124399.41011894096,1391613.270531767,114962.26810403868,1425774.5833415077,199615.45744139262,178216.23450609396,255407.37191589086,115032.7436422337,201961.94025961423,251840.08943584855,41190.99452712573,23984.402305841966,0.0,953714.1866927209,23390.52890853743,1088580.5999906412,25046.749334701995,49504.70600421226,20165.798233621943,10.42907920600487,0.0,0.0,73427.10245586516,24740.85372016399,54529.26664553385,291347.77281716233,14145.374581191976,13435.998564969563,0.0,0.0,0.0,0.0,0.0,0.0,0.2732314456863702,0.0,4.648538701719576e-07,0.0,0.0,0.0,2.5025191562013727e-05,6.293781146666322e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.09971310259833137,0.0,7.43481063601645e-07,0.0,0.0,0.0,3.649443713671411e-05,6.129192632610728e-05
2026-09-22 07:01:19.061000109,0.0,0.0,0.0,0.0,0.0,0.0,310475.4022165621,0.0,0.0,0.0,0.0,0.0,225.4631380996877,142.34139061063507,0.010766644805796846,0.02609511411110727,0.005389239763036259,0.004115353615756981,0.003833574808470261,0.003659779434336586,8.202493348446585e-05,0.00019121922221017483,8.212129773832973e-05,0.028777490039413278,0.003726475621543679,0.018533474588420674,314427.3411220243,296508.5108586817,353552.09339669725,163258.43707481422,253691.8451372203,411414.7559986621,166100.3011081831,123689.21484133093,124399.41011894096,1449869.6602199534,114962.26810403868,1419961.9605705831,221321.2294967939,178216.23450609396,255407.37191589086,124717.57203283941,201961.94025961423,251840.08943584855,38501.53940183002,23984.402305841966,0.0,991475.0175492028,23390.52890853743,1081810.9393995104,28250.00885667651,49504.70600421226,20165.798233621943,11.37346007534177,0.0,0.0,68632.87742433569,24740.85372016399,54529.26664553385,304802.8653336937,14145.374581191976,12810.749576622364,0.0,0.0,0.0,0.0,0.0,0.0,0.2736367195642282,0.0,4.655453384259258e-07,0.0,0.0,0.0,2.5293495909839818e-05,6.307403351175782e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.09971306218535002,0.0,7.466035062144408e-07,0.0,0.0,0.0,3.687798153286514e-05,6.137418228062266e-05
2026-09-22 07:01:34.061000109,0.0,0.0,0.0,0.0,0.0,0.0,311143.27038827824,0.0,0.0,0.0,0.0,0.0,222.61694672597497,142.9152897853484,0.010766644805796846,0.02609511411110727,0.005389239763036259,0.004115353615756981,0.003833574808470261,0.003559647084966263,6.330742295634949e-05,0.00019121922221017483,8.212129773832973e-05,0.029159989750013496,0.003726475621543679,0.018320597250512372,314427.3411220243,296508.5108586817,353552.09339669725,163258.43707481422,253691.8451372203,418188.840854915,157128.34803013914,123689.21484133093,124399.41011894096,1469140.7893101776,114962.26810403868,1402077.7541563776,221321.2294967939,178216.23450609396,255407.37191589086,124717.57203283941,201961.94025961423,257158.41784170337,41690.63743193943,23984.402305841966,0.0,1004653.3352815872,23390.52890853743,1071280.9724391454,28250.00885667651,49504.70600421226,20165.798233621943,11.37346007534177,0.0,0.0,74317.76632995399,24740.85372016399,54529.26664553385,308854.1918260521,14145.374581191976,13042.774044435188,0.0,0.0,0.0,0.0,0.0,0.0,0.2740419934420861,0.0,4.6623680667989416e-07,0.0,0.0,0.0,2.5561800257665904e-05,6.321025555685241e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.10043764915814495,0.0,7.4567714709348e-07,0.0,0.0,0.0,3.662937230223288e-05,6.083767611818337e-05
2026-09-22 07:01:49.061000109,0.0,0.0,0.0,0.0,0.0,0.0,311144.2415681634,0.0,0.0,0.0,0.0,0.0,225.46581400641355,142.92417358524574,0.010766644805796846,0.026123473803681144,0.005389239763036259,0.004115353615756981,0.0037101493940836657,0.0033004439338206247,6.330742295634949e-05,0.00019057684584689803,8.239421625636958e-05,0.03065331818464514,0.0037220851662477816,0.018213370217098464,314427.3411220243,279301.4465926812,353552.09339669725,163258.43707481422,271801.89287655783,389715.9782540902,157128.34803013914,115026.64718498201,113454.88405543385,1593133.991979788,120742.67601325185,1399062.8294569917,221321.2294967939,166399.91546683345,255407.37191589086,124717.57203283941,215087.61053879114,235174.9284286109,41690.63743193943,22304.655951740107,0.0,1084640.8634211458,24020.567694400514,1069020.1711829721,28250.00885667651,54108.955326674455,20165.798233621943,11.37346007534177,0.0,0.0,74317.76632995399,23008.129331043383,49771.93010678919,301571.56132740004,14940.968299529604,13042.268044081382,0.0,0.0,0.0,0.0,0.0,0.0,0.274447010517562,0.0,4.669282749338625e-07,0.0,0.0,0.0,2.5830104605491995e-05,6.334647760194703e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.10043749840789482,0.0,7.48808807470708e-07,0.0,0.0,0.0,3.700632407280401e-05,6.092009841947542e-05
2026-09-22 07:02:04.061000109,0.0,0.0,0.0,0.0,0.0,0.0,311462.54750472715,0.0,0.0,0.0,0.0,0.0,228.476749145181,138.06732694386466,0.010078614608703637,0.02462899430696172,0.00535182378931463,0.004115353615756981,0.0035084809280072882,0.0033442320718229867,6.330742295634949e-05,0.00019057684584689803,8.239421625636958e-05,0.03065331818464514,0.0037220851662477816,0.017973168005959834,277276.0291875824,288437.1627454973,383609.17568078684,163258.43707481422,284469.3117774818,394886.4757325191,157128.34803013914,115026.64718498201,113454.88405543385,1593133.991979788,120742.67601325185,1417883.1818219437,198895.440256171,167116.63393221525,276623.5360250408,124717.57203283941,224871.51218765328,238295.07602912074,41690.63743193943,22304.655951740107,0.0,1084640.8634211458,24020.567694400514,1075846.1155176372,29688.88439474804,50993.007067618506,18326.63929647679,11.37346007534177,0.0,0.0,74317.76632995399,23008.129331043383,49771.93010678919,301571.56132740004,14940.968299529604,12900.634393853237,0.0,0.0,0.0,0.0,0.0,0.0,0.27512182712857364,0.0,4.648527624589085e-07,0.0,0.0,0.0,2.5022164939912282e-05,6.415030815567277e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.10107437808048218,0.0,7.478721998387629e-07,0.0,0.0,0.0,3.761085786932518e-05,6.091404132963442e-05
