timestamp,api-gateway_sidecar_energy,clientone_sidecar_energy,clientthree_sidecar_energy,clienttwo_sidecar_energy,orchestrator_sidecar_energy,policy-enforcer_sidecar_energy,server_sidecar_energy
2026-06-12 23:00:23.325000048,610.045714285711,1108.8411428571449,1002.9085714285713,960.0479999999985,548.4548571428547,610.080000000001,1122.7577142857158
2026-06-12 23:00:38.325000048,615.0411428571429,1108.8411428571449,979.1794285714261,968.1771428571427,548.3451428571395,615.0754285714286,1122.7577142857158
2026-06-12 23:00:53.325000048,615.0411428571429,1073.2834285714252,979.1794285714261,968.1771428571427,548.3451428571395,615.0754285714286,1131.8982857142867
2026-06-12 23:01:08.325000048,617.4240000000032,1073.2834285714252,968.4514285714273,970.9337142857145,545.6057142857142,617.441142857146,1131.8982857142867
2026-06-12 23:01:23.325000048,617.4240000000032,1059.3497142857161,968.4514285714273,970.9337142857145,545.6057142857142,617.441142857146,1172.0811428571428
2026-06-12 23:01:38.325000048,621.1748571428594,1059.3497142857161,957.5279999999976,963.2365714285703,544.0114285714279,621.2091428571451,1172.0811428571428
2026-06-12 23:01:53.325000048,621.1748571428594,1051.5085714285717,957.5279999999976,963.2365714285703,544.0114285714279,621.2091428571451,1179.6342857142868
2026-06-12 23:02:08.325000048,622.9680000000017,1051.5085714285717,945.6377142857117,952.7314285714291,542.2388571428565,623.0022857142874,1179.6342857142868
2026-06-12 23:02:23.325000048,622.9680000000017,1048.7760000000012,945.6377142857117,952.7314285714291,542.2388571428565,623.0022857142874,1190.1051428571443
2026-06-12 23:02:38.325000048,623.0914285714263,1048.7760000000012,928.1657142857159,943.7245714285706,538.7314285714291,623.125714285712,1190.1051428571443
2026-06-12 23:02:53.325000048,623.0914285714263,1031.16342857143,928.1657142857159,943.7245714285706,538.7314285714291,623.125714285712,1197.5314285714296
2026-06-12 23:03:08.325000048,617.3314285714295,1031.16342857143,932.688,935.266285714287,529.601142857146,617.3485714285682,1197.5314285714296
2026-06-12 23:03:23.325000048,617.3314285714295,1026.96685714286,932.688,935.266285714287,529.601142857146,617.3485714285682,1208.0125714285741
2026-06-12 23:03:38.325000048,612.9325714285742,1026.96685714286,933.4251428571433,919.5565714285731,524.8902857142854,612.9668571428599,1208.0125714285741
2026-06-12 23:03:53.325000048,612.9325714285742,1029.5108571428577,933.4251428571433,919.5565714285731,524.8902857142854,612.9668571428599,1203.925714285716
2026-06-12 23:04:08.325000048,604.8994285714288,1029.5108571428577,979.7348571428578,910.9268571428559,517.0868571428588,604.9337142857145,1203.925714285716
2026-06-12 23:04:23.325000048,604.8994285714288,1046.5782857142883,979.7348571428578,910.9268571428559,517.0868571428588,604.9337142857145,1201.3199999999988
2026-06-12 23:04:38.325000048,604.9611428571432,1046.5782857142883,997.038857142858,904.6011428571459,516.6102857142824,604.9954285714247,1201.3199999999988
2026-06-12 23:04:53.325000048,604.9611428571432,1054.0079999999987,997.038857142858,904.6011428571459,516.6102857142824,604.9954285714247,1173.12
2026-06-12 23:05:08.325000048,598.5634285714269,1054.0079999999987,1009.4674285714293,904.7382857142876,513.6239999999995,598.5805714285698,1173.12
2026-06-12 23:05:23.325000048,598.5634285714269,1058.7668571428608,1009.4674285714293,904.7382857142876,513.6239999999995,598.5805714285698,1149.2057142857145
2026-06-12 23:05:38.325000048,595.3097142857163,1058.7668571428608,1015.0251428571449,909.1474285714299,513.5348571428551,595.2925714285692,1149.2057142857145
2026-06-12 23:05:53.325000048,595.3097142857163,1062.864000000002,1015.0251428571449,909.1474285714299,513.5348571428551,595.2925714285692,1123.6697142857147
2026-06-12 23:06:08.325000048,592.8240000000028,1062.864000000002,1018.2994285714277,917.3348571428565,514.5222857142846,592.8068571428599,1123.6697142857147
2026-06-12 23:06:23.325000048,592.8240000000028,1072.361142857147,1018.2994285714277,917.3348571428565,514.5222857142846,592.8068571428599,1122.027428571431
