total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
1550523.134117647,1574050.8107807084,23527.67666306137,237261.01549189384,0.9423776971252297,0.9366584361838768,1.0547018572765123,0.11804342109263555
