aggregator_energy,api-gateway_energy,authority_energy,clientone_energy,clientthree_energy,clienttwo_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
240.23969162189695,325.6202699239243,250.1510015790111,231.97972015467698,190.40417898139162,178.40470342661317,372.4552448326638,71.0991947865641,297.3045796059944,404.0592891864174,244.47649246412783,3048.11648395815,15501.841681373064
221.00667533012762,326.8295106056931,233.53410874508813,207.89433526686057,167.98895347589,162.64888715028079,373.7462749400178,57.32182310334303,296.2394027837565,337.48731700978004,220.23621625705408,2731.6070753257372,13250.22128156829
206.31329858691666,334.35742765881616,208.01430026726413,188.84350096314085,147.4827201151658,140.81383478208807,383.83894318458823,48.92254248262531,307.5112568153031,285.81215590269875,204.89320125229102,2512.6907154258306,10946.936376246162
189.34989919625642,338.07690191325787,195.26487523500742,165.8625739257951,126.83166242293014,125.28471364892603,385.1961440037174,46.50541265140258,306.4009360467686,234.04912525625494,182.271246112008,2240.891340330692,9016.041637691533
176.80355829201312,348.7789488707383,170.4388727256079,148.95050597234945,113.33216348875573,104.8686479764199,395.22814621710194,53.787643473132164,318.56098357359645,197.1088904676663,165.15652702707098,2068.287435834919,6789.923743155465
160.6957621584896,354.19245367143714,153.48307403014817,127.19994814038512,95.98147234741386,89.8533732845514,396.6973802584368,66.20628218005207,317.1164659030959,145.49931990047793,144.12645198685487,1832.705586705226,5370.971573840936
149.31264391202717,366.91901631559466,129.5533875575407,115.31900489752188,81.76177532650803,73.3469443185822,406.55562981547257,78.31195739758309,329.23100555355353,107.24220626384003,130.70093846037202,1822.1923577396853,4351.607386767944
140.99059660742427,374.30540200688296,119.23342427884386,99.12984410717377,71.8063436868934,66.73029205076897,409.4944067483572,90.51427890972936,329.77682207916126,95.37239271399389,113.4109453985131,1712.0221656712854,4068.2480592735355
137.39364087077212,389.95147065264837,97.24000748602371,95.75233813682338,68.36007177906956,58.852975803307956,420.5319668233956,94.68856465846869,345.2416656889184,98.3974734926811,106.53043188056338,1827.610101168139,3893.782519269443
135.04661976072154,398.42468536911576,86.452513859957,90.48619232330923,67.98221151017783,66.15454760224664,424.0797335641684,95.36919351259489,342.759426627729,106.51708390760739,97.6887704685673,1843.4183109604676,3376.7464890073293
135.59947628671353,404.9382548823216,79.35520349004511,96.17367729528128,59.40349972888264,60.30643714287786,431.3923645304208,97.96471043720459,349.91289155701423,110.10806501013256,111.46633651083833,1885.687896039936,3245.3325524382954
133.24070512841217,406.009973985395,84.80899901824917,94.67134833216124,59.023433468931536,65.87451687242704,430.28126424788826,96.99646421990697,342.0532888463021,100.94051959962043,105.48940945151605,1874.4590915246604,3137.6575479912
133.2568195873985,412.30459407064,82.20529999566324,98.86108079570477,52.472118884947584,63.586814141787535,438.2963615459056,95.75868823035144,350.82945809352026,106.4367895466296,114.76727747014493,1860.4679311064533,3019.938025023676
131.89088362518567,412.1619382760514,88.5618524418349,98.56902432494203,52.07525524579933,61.92974078747594,437.13354420351874,94.06579647139993,343.3125870881747,124.96878069597324,111.43788164091897,1860.6543888025267,2907.0521166887374
128.3023608619954,420.4974300667035,86.30980581899786,94.2620185195747,47.44517551287749,58.69156256407877,444.60963899579264,95.15976246764862,351.1255511103178,127.99594272662564,125.22254932766128,1857.8897770270246,2708.0631258185217
124.36681023412223,418.300791427126,89.46540189642752,93.22054261758586,49.703461467925244,61.881347192949114,443.83358960770823,94.08217732355382,344.88237781295356,127.41253596156997,120.3771328812494,1852.209683355204,2609.5766798391182
125.14940920759139,425.7742885770047,89.87747832586865,86.86573543908356,48.143697323249626,62.54401251549541,452.9467335711571,94.76901367440973,353.1077690734652,136.96133060792647,121.72121580205861,1837.0068446602893,2598.5789070048654
123.03856009421975,426.99333887205415,95.03035616237041,87.63966635905614,46.180069090711775,59.40312274912068,452.2392597637193,94.83786944250949,346.9182144358768,161.917236881105,118.30554093472644,1836.0962588513814,2397.6268497531382
127.61109821582984,431.90242770742407,96.80223080057674,84.12472857343623,47.57055568526667,64.30013189761883,459.6439120266853,93.57493812558474,355.1267407082649,157.7203890213857,121.67188715438041,1822.9282839728191,2229.3156462675543
128.07590210604158,433.0812983570944,104.4963723726933,84.73040851070279,42.57252530318438,60.92983747001283,458.38029175253644,93.06728611097982,349.8749339067503,160.65374286142548,116.38660550707634,1819.5487988641642,2286.1209845113835
126.00924121522692,428.9856190786031,110.67069756019842,89.69723019961751,56.01551113725953,62.26972870170347,457.795245563723,92.39621753061398,354.96452368804506,164.85574459818707,112.21803291469071,1806.5867488333788,2038.8880186884576
126.46388649514105,426.2278139124473,110.27220791344655,89.85864654453991,53.18812835167478,54.6006905130059,458.10307077733177,91.42011853729367,350.07498880455375,193.0883891162783,113.0925399688558,1779.494376360824,2079.128299959932
123.96164736146534,415.2036442612361,120.50075206391158,85.3868368923319,51.20147348718101,61.307232980938025,445.8677621721255,87.11288706444171,343.8979170036476,187.10760703239427,109.4156813125102,1763.4499815680224,1899.2496172167682
118.43641833027279,418.87042234323997,123.66709818369517,86.54711767443123,48.72781371645909,58.79802827806873,442.4406179687397,86.69557302794091,334.44485920150066,195.03437228727378,109.01244328301539,1935.4373198621813,1917.0857279926256
117.60357192444735,408.4075655628742,127.38555393807708,88.02358719212491,51.334493903221066,57.270890764115244,430.77808880562776,83.84178925360894,329.83366345706304,206.54461749542364,100.7773186419582,1762.2785145114885,1987.3019370622603
116.86424984499719,412.91717909196944,135.09191755219305,89.89769861268948,51.29993257893833,57.479983369910315,426.41582471680726,82.5427744690074,320.06435942978646,239.17871136523587,99.84827753578905,1742.051142936408,1624.7349895643142
118.97173355370116,402.42028489933375,140.7710899134607,87.24774463506255,56.72947427570264,58.080722953971666,415.0625059099285,82.75150079286409,315.66100831145525,232.1789310319677,99.16162838072158,1736.1050665263253,1590.4151317541634
122.92010362310135,407.1414083434734,139.96215750146726,88.57782735456848,59.171608952566714,59.54747217577447,409.8790230370895,83.66943081000937,305.26163879259826,242.25125387747383,100.11923561256815,1719.6265459540175,1568.6317625286954
120.08314083936165,397.10855528362566,148.83634249092168,86.89147950502179,56.53660457581853,60.92880021808801,398.4329033821316,79.64476738217603,299.96159973092557,255.4572442174948,93.2884502433009,1715.9158345957685,1507.717211247338
117.21955608665255,402.2007869822282,137.95833698500638,87.54103572619756,56.4732592208164,60.69218764929101,394.10117164233634,79.43914938833622,291.24723200899155,278.0500011900997,95.05340161457143,1693.6565880066528,1257.4180596302415
119.37242141928377,392.70066829704615,143.53845736224375,84.50318735489124,49.52207615942522,62.07344977796361,383.765995863655,76.7140304024744,285.2849400085125,274.54767942280785,86.67886860545592,1703.3522174161,1428.6925059754387
120.18276018366639,396.75411984564437,135.54138195986405,85.34341272079624,51.83971778967194,60.49743766233552,378.7629270874568,80.70409209249198,276.1064408399302,271.4331826516787,89.80414451851402,1681.488404434123,1400.484468192011
122.07425013408299,384.9848781152787,143.28116347209587,85.71303829159022,54.88755094947052,63.12521834422457,368.05514329839673,76.59321952264564,270.5506901961287,281.87008292104923,81.71038747057653,1684.725113269464,1496.82774207149
125.28967201398872,390.6546246776031,132.60041996476517,86.77271389990219,53.64938792101758,60.71121862475984,363.05187640683727,75.23391915381382,261.2479337201679,306.9978255007208,85.09402296181847,1660.6436080821766,1435.0562012033638
125.37977253507377,377.21343409242854,138.75032226513338,81.76463933077414,57.093099376113614,66.65877377497485,351.45195150990236,72.02230014725293,255.65195153649498,295.92464521709655,75.51285232614376,1675.9967738832386,1739.6527872093757
128.5832594795392,383.453750846482,132.1386520634735,81.35806223025419,54.597597441558705,63.895235745138976,345.9375459809043,72.13507535840304,246.132576419521,295.52285237386724,76.557556542947,1665.1383244595165,1842.5111387661027
125.16921926354384,371.05008922197703,138.5046308111544,71.81436390855158,64.99521252222195,66.04384837847473,335.4041364180111,67.95687717940093,240.92090016045148,304.77748269132456,74.11405363008633,1663.6882182727077,1899.7720871433623
131.929900043931,377.93017244302087,139.0267436058002,72.08938714331235,59.5413113847884,64.53036479634508,329.6964252745499,67.77372286517705,230.89657287351335,319.2916467827589,75.49167283937203,1650.4401439277704,1968.9895796493154
130.25447644637552,365.50809938999294,150.40636573145363,64.51409176033377,72.75941357533497,66.24170453218645,318.73285083415533,66.62653176349782,225.72126969678874,307.68352810499783,78.9225211176507,1652.9572725297178,2143.662118264626
133.0513330913909,371.74608777711535,152.89300690584426,64.72707871314583,71.13133988174809,63.129664776810415,313.20608432730836,67.73065016661302,217.1673853958837,296.8605043269797,81.24630617535782,1649.3934787300632,2285.800334999084
133.28994802466545,359.39537121769195,156.15520349542905,59.79338442096312,85.98785108995878,62.62973889269442,302.95539210374426,62.89721936011744,212.47676387191862,304.2113222245746,85.77939618637194,1626.367600446234,2238.370001200424
136.66875099964395,364.5012667864735,158.3704808955671,61.906501125311884,74.45339738500729,59.40694217994675,296.56259811179206,64.95484049816531,203.8378432318496,318.6004338692871,90.08038675685287,1610.8617933702426,2381.09901967604
138.78031561390014,351.36705961083936,165.54117775009382,60.09690281116906,85.1829150634004,59.2858356373496,286.11865310137387,58.83239543133866,198.2520656218071,308.1782136469567,93.46966657237924,1598.240049465504,2542.254908924693
146.85267136172618,358.55266642016363,171.75663086700774,62.5053177508928,74.98946910839983,56.69662253210671,281.14569738655837,61.76203367337731,190.40103198715838,297.0497994772406,98.58842936538666,1591.513102768795,2702.5093545003137
141.7020170820728,345.55399358337536,176.9444912883424,57.00329411153284,86.88247331578066,55.374975312035346,271.4401787947799,56.7796893902948,184.54326580764385,301.3933502981531,105.36625781790111,1565.8736027798107,2718.046836995975
146.82543558563356,352.42474755096634,173.40097908885278,61.06796861053024,74.94554903552802,53.83999003548884,265.89769397648405,58.504818786343456,176.4413857170907,318.8477869747518,110.0219170534234,1532.9585245684482,2779.6745848743276
137.8417890987092,337.83380728876034,180.86486656101883,62.89662708836453,82.39621576687955,56.88701243402215,255.9548432510482,55.05195413966417,170.23281146399145,302.01216088790414,114.71189650185944,1520.4153516166107,3061.6307929730497
146.23350622831472,343.287445865652,178.1940245026227,67.96826278982496,72.53457936045501,56.48322908169296,249.43721924139513,57.5660958951317,162.77144760159706,293.0286752689265,118.2279173871559,1495.7294724304297,3132.8393182974874
139.67553971089686,327.3468754823344,182.28892214959475,73.82484891817028,78.78723103624645,55.90849283256175,239.83373803492006,54.5160155061486,155.54633561341552,299.3296047328206,121.08116676367081,1461.3066048825035,3036.904094191537
144.1185518493014,332.03133035225665,174.22512395586293,80.16151533958248,72.2630952420694,54.46759357038897,232.81543574696914,54.23136149522031,149.0091603077516,321.8817722159673,123.64399104421118,1436.0456780445998,3138.0703492146586
141.42224678626334,316.72871860641146,180.6075871928882,83.0489152484525,73.91605579827164,59.12030422450021,224.91819927574474,53.202583926809474,142.9784101901848,313.4176758282441,124.83940794893847,1418.1406384466238,3506.0616295370273
146.60240193602576,320.9924751556329,168.27306092215042,91.06646506831912,68.98844242912512,58.158919328299724,218.40728777676765,53.13974324764952,137.55299916974434,305.960218028963,124.79685273935762,1376.04866235546,3508.6781825504463
142.057384547989,306.3910565907834,173.6639423201293,85.14258602039536,68.97418818242012,63.17218839542342,211.28977949595125,54.47864542856976,131.57113898618604,308.2010471391549,123.75470834339868,1363.534884916039,3728.0428444673657
144.42171801361417,309.2110074972425,156.56095087491036,92.16642416794316,65.04554174080667,63.961181346276085,203.50097622065925,53.83190441493659,125.65113262749372,324.8734426464599,124.68290479107405,1316.277576058191,3730.2110968263146
137.21696364729743,293.57444670681275,161.91855000188843,82.8013914756012,65.84085365919904,72.5907175248261,198.72471249418672,55.85161479268714,120.11085512778077,310.89272156264934,119.7436718686363,1321.0096580678107,4025.9100635185378
143.30352510119846,296.5837349289507,148.72130190207207,97.60447231483802,63.758649893273805,70.64957381161761,191.25772582494926,56.10398781299572,114.99989691033919,298.04142886425745,119.2624290776715,1267.9996318172512,4108.7495825707765
137.4380934857076,281.8423773529313,155.3690328454709,92.00322627565069,67.29438197827707,76.21449286146307,187.21891543960626,60.37559200129526,110.09958253328597,300.5271005718918,115.73780052777057,1225.6599074766425,4175.588204706165
139.97419252468916,285.33123331470773,143.59806939635092,106.95534138549618,62.27721859664406,75.36328874886752,179.69594895151545,60.175123461030395,107.582605182758,320.4736018670679,115.77283701411145,1175.875503113844,4239.550589808272
136.7158111926308,270.71207870088847,145.58976402561316,98.90037139910034,62.41867639386082,82.77599662748045,175.8832699658658,61.940302633546345,104.79276722410367,304.67230735541494,109.72793648441716,1180.6964452417185,4555.519332142141
138.42616821962653,272.6460735186006,136.57039775817623,111.00814475227092,60.37890798831956,80.95429941496242,170.3508072532514,64.22657784328491,101.38883098352144,289.7350573198864,110.24356884694295,1147.7990907109015,4676.06274489338
137.03028068415549,258.6555178743801,140.06933427900816,104.60877909915241,62.07618241988019,81.32953084007559,165.4427902205967,64.98437056092227,93.35242598010423,288.11565611096523,105.21692654641578,1126.0790889849318,4639.822759503521
141.1887344406012,261.5331834835768,134.12638082530188,114.14755897953484,48.31666928512908,79.67161437303021,161.86246249117818,67.38243595117387,91.89566647735667,304.63342287798866,107.93515390803859,1095.8753820686586,4822.558849157752
131.21591882067037,247.5075068487999,137.06903264867287,107.78430334247142,54.94652374910025,79.12250392210372,158.48276334527407,70.29178938588124,84.8224108527916,290.04496464795477,105.07039955272747,1087.694449193314,5108.236370966733
134.82802315428498,250.44695302314543,139.72950934888314,112.35240464918114,46.41770328128413,76.79621409348692,154.39383636408124,72.05105949559605,84.02906451622302,277.0201732319051,108.81867101222956,1067.7959816940834,5205.721529897961
132.01384009208277,235.81867489005904,142.27676421892434,105.73655046976948,52.665370180532385,68.90689421970659,152.5423800254417,72.95387366576374,78.86913733110816,279.3174485962791,106.95879433981587,1027.2021795207847,5276.196378865586
