total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
265116.038481892,323458.3900223355,58342.35154044349,292181.58740883693,0.19193790673750355,0.17549401791593827,0.19377463954163926,0.018280621625700988
