total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
78399.83519999996,82146.32801099996,3746.4928110000037,0.06634202436473843,0.0715703261016901,0.005228301736951671
