total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
271169.10830149,320179.6394612701,49010.531159780105,283428.17909096164,0.08529050124283227,0.06591954952917317,0.0874902819348778,0.021570732405704632
