total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
81377.5212,83133.9535425,1756.4323425000039,0.03282178667638327,0.03817899599022074,0.0053572093138374716
