total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
543870.689230769,550635.2898136909,6764.6005829218775,262709.08398717735,0.26254423141481725,0.25673795077150857,0.27733398470127624,0.020596033929767665
