timestamp,api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,api-gateway_cpu_usage,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,orchestrator_cpu_usage,policy-enforcer_cpu_usage,rabbitmq_cpu_usage,server_cpu_usage,sidecar_cpu_usage,api-gateway_memory_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,orchestrator_memory_usage,policy-enforcer_memory_usage,rabbitmq_memory_usage,server_memory_usage,sidecar_memory_usage,api-gateway_memory_rss_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,orchestrator_memory_rss_usage,policy-enforcer_memory_rss_usage,rabbitmq_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,api-gateway_memory_cache_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,orchestrator_memory_cache_usage,policy-enforcer_memory_cache_usage,rabbitmq_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,api-gateway_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,kernel_processes_carbon_coal,orchestrator_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal,system_processes_carbon_coal,api-gateway_carbon_emission,clientone_carbon_emission,clientthree_carbon_emission,clienttwo_carbon_emission,kernel_processes_carbon_emission,orchestrator_carbon_emission,policy-enforcer_carbon_emission,rabbitmq_carbon_emission,server_carbon_emission,sidecar_carbon_emission,system_processes_carbon_emission
2026-06-29 00:06:38.016000032,0.0,0.0,0.0,0.0,48870.84646533831,0.0,0.0,0.0,0.0,135.4871404367034,0.1103448750488738,0.06545511968283306,0.04889368838019141,0.08552160631977189,0.22295606383720168,0.08408769606660257,0.10912107418847503,0.04794230238031938,0.19379756014843005,30382.07078701374,12698.125018630577,88631.3888012102,6275.011323368769,65597.65837340581,25904.761904761905,1965392.2586922825,260702.59299845033,1169347.036523181,19727.53637403358,12738.824137280033,88631.3888012102,5183.705006261157,29630.273886681996,143196.9111969112,1355925.5512938008,188462.26568021634,817041.2892430115,10363.199487625236,40.69911864945698,0.0,1036.7410012522314,36024.47557321067,29158.301158301158,231.71876944661304,292.14838253697576,18301.0787204633,0.0,0.0,0.0,0.0,0.079820277651839,0.0,0.0,0.0,0.0,0.0002169054988141844,5.658125e-06,0.0,0.0,0.0,0.0,0.04546066690376984,0.0,0.0,0.0,0.0,0.00012305609708750565,6.48231963076923e-06
2026-06-29 00:06:53.016000032,0.0,0.0,0.0,0.0,48874.88121263203,0.0,0.0,0.0,0.0,135.81154517380432,0.15247115240307313,0.06545511968283306,0.04353651314323001,0.08552160631977189,0.16374079124923957,0.13370416473685504,0.10912107418847503,0.04794230238031938,0.3361836523728884,178369.0786730987,12698.125018630577,78920.24004083758,6275.011323368769,48175.46695658234,146849.13341296345,1965392.2586922825,260702.59299845033,1282716.6198408876,106650.6580906438,12738.824137280033,78920.24004083758,5183.705006261157,21760.720061328317,172309.97245447675,1355925.5512938008,188462.26568021634,910328.2390111504,11953.070097075815,40.69911864945698,0.0,1036.7410012522314,26456.67506492903,18846.01321210053,231.71876944661304,292.14838253697576,17956.797593422292,0.0,0.0,0.0,0.0,0.08022649289910555,0.0,0.0,0.0,0.0,0.00021803758746666665,5.658125e-06,0.0,0.0,0.0,0.0,0.04569127064422703,0.0,0.0,0.0,0.0,0.00012371686898438213,6.48231963076923e-06
2026-06-29 00:07:08.016000032,0.0,0.0,0.0,0.0,48179.77657804356,0.0,0.0,0.0,0.0,140.37601548123845,0.14405652917436224,0.06545511968283306,0.03817933790626861,0.059991981473214655,0.3777299016853048,0.14196543885780874,0.10912107418847503,0.029512517777226834,0.3242977815615709,263452.37606637157,12698.125018630577,69209.09128046496,4401.815859821136,212081.90996975417,225028.0060564804,1965392.2586922825,422891.1707527106,1240708.68964543,156022.08476249108,12738.824137280033,69209.09128046496,3636.282666808764,119929.73372314026,146735.04924809703,1355925.5512938008,278008.32430880837,875236.246951389,9646.311551503424,40.69911864945698,0.0,727.2565333617529,18052.825994986393,2013.0027188151082,231.71876944661304,106.88516889996477,10349.443684794162,0.0,0.0,0.0,0.0,0.08074734363911658,0.0,0.0,0.0,0.0,0.00021935583822222217,5.658125e-06,0.0,0.0,0.0,0.0,0.04594724051205304,0.0,0.0,0.0,0.0,0.0001245238808544468,6.48231963076923e-06
2026-06-29 00:07:23.016000032,0.0,0.0,0.0,0.0,48178.87032475719,0.0,0.0,0.0,0.0,140.6355362428994,0.14405652917436224,0.0,0.015483433966704986,0.0,0.5059189601034356,0.15946956181818173,0.10912107418847503,0.029512517777226834,0.32861652522279056,263452.37606637157,0.0,248354.78468682955,0.0,333405.2456594015,252773.61737731297,1965392.2586922825,422891.1707527106,1232265.1878004132,156022.08476249108,0.0,193663.33837254564,0.0,194718.8769855929,164827.25792437652,1355925.5512938008,278008.32430880837,888794.0990659756,9646.311551503424,0.0,0.0,0.0,3168.082748429996,2261.2028962188256,231.71876944661304,106.88516889996477,9479.200271953776,0.0,0.0,0.0,0.0,0.08115405748906697,0.0,0.0,0.0,0.0,0.00022048889377777772,5.658125e-06,0.0,0.0,0.0,0.0,0.04617797177361913,0.0,0.0,0.0,0.0,0.00012518155580970672,6.48231963076923e-06
2026-06-29 00:07:38.016000032,0.0,0.0,0.0,0.0,47578.35636720478,0.0,0.0,0.0,0.0,138.10972804672338,0.14405652917436224,0.004546232103651937,0.015483433966704986,0.005484227137432043,0.5059189601034356,0.21004947552447537,0.10912107418847503,0.029512517777226834,0.2512785332498534,263452.37606637157,379088.03611738153,248354.78468682955,309312.5320743098,333405.2456594015,332947.3358499907,1965392.2586922825,422891.1707527106,1091554.14023692,156022.08476249108,240186.1941721554,193663.33837254564,216858.59933627566,194718.8769855929,217106.50411535366,1355925.5512938008,278008.32430880837,980957.1838053876,9646.311551503424,0.0,0.0,0.0,3168.082748429996,2978.4021288446065,231.71876944661304,106.88516889996477,718.7035015274555,0.0,0.0,0.0,0.0,0.08156077133901735,0.0,0.0,0.0,0.0,0.00022162194933333338,5.658125e-06,0.0,0.0,0.0,0.0,0.04641373880310419,0.0,0.0,0.0,0.0,0.00012603228878989203,6.48231963076923e-06
2026-06-29 00:07:53.016000032,0.0,0.0,0.0,0.0,47577.706528232186,0.0,0.0,0.0,0.0,138.10972804672338,0.0962551086048455,0.004546232103651937,0.015483433966704986,0.005484227137432043,0.5059189601034356,0.21004947552447537,0.0,0.029512517777226834,0.24884597445348755,320215.39563193696,379088.03611738153,248354.78468682955,309312.5320743098,333405.2456594015,332947.3358499907,0.0,422891.1707527106,1047352.1201696348,189890.34490989379,240186.1941721554,193663.33837254564,216858.59933627566,194718.8769855929,217106.50411535366,0.0,278008.32430880837,1004155.6733253764,5890.535863468194,0.0,0.0,0.0,3168.082748429996,2978.4021288446065,0.0,106.88516889996477,92.56497175141243,0.0,0.0,0.0,0.0,0.08196748518896778,0.0,0.0,0.0,0.0,0.00022275500488888887,5.658125e-06,0.0,0.0,0.0,0.0,0.04664449518313787,0.0,0.0,0.0,0.0,0.0001266747861797452,6.48231963076923e-06
2026-06-29 00:08:08.016000032,0.0,0.0,0.0,0.0,45010.37248760908,0.0,0.0,0.0,0.0,127.74816819900133,0.013378015459982807,0.004546232103651937,0.015483433966704986,0.005484227137432043,0.5059189601034356,0.12282287557877399,0.05486636988137849,0.020232880416690194,0.23557632572914275,257232.57759590473,379088.03611738153,248354.78468682955,309312.5320743098,333405.2456594015,147271.10247168562,1571725.774091846,289921.26499339653,1104094.7238328878,152745.40694489144,240186.1941721554,193663.33837254564,216858.59933627566,194718.8769855929,96042.76515611711,1073770.8743608946,190594.0124473207,1081288.7449701715,0.0,0.0,0.0,0.0,3168.082748429996,1907.5851455878183,0.0,73.27720586209946,92.56497175141243,0.0,0.0,0.0,0.0,0.08224520947481888,0.0,0.0,0.0,0.0,0.00022401551812789114,5.658125e-06,0.0,0.0,0.0,0.0,0.04679575601652426,0.0,0.0,0.0,0.0,0.00012716370155355292,6.48231963076923e-06
2026-06-29 00:08:23.016000032,0.0,0.0,0.0,0.0,45010.4135906233,0.0,0.0,0.0,0.0,127.74816819900133,0.01515165294523117,0.004546232103651937,0.0,0.005484227137432043,0.5059189601034356,0.12282287557877399,0.05486636988137849,0.0044755094929556484,0.13268430321915162,291336.0919337287,379088.03611738153,0.0,309312.5320743098,333405.2456594015,147271.10247168562,1571725.774091846,284487.30505537556,1302993.1450196581,172996.16687765977,240186.1941721554,0.0,216858.59933627566,194718.8769855929,96042.76515611711,1073770.8743608946,179834.55134483537,1245938.053307557,0.0,0.0,0.0,0.0,3168.082748429996,1907.5851455878183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0826513330613835,0.0,0.0,0.0,0.0,0.00022514922220952385,5.658125e-06,0.0,0.0,0.0,0.0,0.04702615811075312,0.0,0.0,0.0,0.0,0.00012780542280962687,6.48231963076923e-06
2026-06-29 00:08:38.016000032,0.0,0.0,0.0,0.0,42343.164594367576,0.0,0.0,0.0,0.0,130.65445235618853,0.02128364982298033,0.004546232103651937,0.0,0.0,0.0,0.12282287557877399,0.05486636988137849,0.0044755094929556484,0.109158774984228,401044.9396048861,379088.03611738153,0.0,0.0,0.0,147271.10247168562,1571725.774091846,284487.30505537556,1382989.727109643,237904.70458820587,240186.1941721554,0.0,0.0,0.0,96042.76515611711,1073770.8743608946,179834.55134483537,1199955.0633792938,0.0,0.0,0.0,0.0,0.0,1907.5851455878183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08305745664794811,0.0,0.0,0.0,0.0,0.00022628292629115648,5.658125e-06,0.0,0.0,0.0,0.0,0.04718189628584889,0.0,0.0,0.0,0.0,0.00012870766290732204,6.48231963076923e-06
2026-06-29 00:08:53.016000032,0.0,0.0,0.0,0.0,42343.18019561568,0.0,0.0,0.0,0.0,130.65445235618853,0.021283649822980328,0.004546232103651937,0.0,0.0,0.03754807725817838,0.055319960010536226,0.05486636988137849,0.0044755094929556484,0.08844198695495624,409242.17205388757,379088.03611738153,0.0,0.0,257810.17452791255,3579.9909006010394,1571725.774091846,284487.30505537556,1590117.4163226236,243009.1191932196,240186.1941721554,0.0,0.0,147067.87604207746,2353.966619573286,1073770.8743608946,179834.55134483537,1047539.0228195683,0.0,0.0,0.0,0.0,0.0,1078.9013673044228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08346358023451274,0.0,0.0,0.0,0.0,0.00022741663037278913,5.658125e-06,0.0,0.0,0.0,0.0,0.04741193017989623,0.0,0.0,0.0,0.0,0.00012935068753563788,6.48231963076923e-06
