total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
35781.36909329139,40511.49464375322,4730.125550461829,0.02276275937538752,0.025267810763708206,0.002505051388320641
