aggregator_energy,api-gateway_energy,authority_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
7399.865594404177,2912.172709443001,7541.595601441901,7390.923542573057,7450.6833476121155,7120.116110398298,266846.95757909206,2654.763581675233,5963.424836024602,2613.613205245331,15821.730445947816,7327.306662130987,73039.68396351363,687995.9692031705
7425.73445115476,2912.3285153131765,7568.959209204273,7422.527986037381,7479.833835728173,7144.697383814348,267714.51174096897,2661.5454063640805,5981.804123410481,2616.756846083644,15874.904270538163,7351.6336095601255,73075.73613059451,690136.2068262668
7449.838756443308,2907.110064826344,7595.009419689951,7447.079539823623,7506.592806047572,7175.735868892827,268580.483947297,2669.954374366766,6000.2902286212375,2620.7866256214757,15916.296498941227,7377.260466409088,73128.53686706182,692237.1847636392
7476.21377655838,2906.88192314912,7628.453936661871,7481.685134549259,7539.913934782227,7200.187174607726,269464.82273717836,2676.928374693472,6017.748961619447,2624.3807560149376,15971.07879074966,7399.981410794965,73185.4372792228,694429.9712170331
7499.405238851896,2902.5363649795654,7655.284646554309,7506.184625740998,7564.447937094211,7230.673692173797,270336.3922702839,2685.006746555409,6035.912356260294,2629.3741602982304,16025.076108725867,7430.174506851709,73242.28463510767,696624.8558406597
7523.081895634777,2901.7816069216683,7685.923006940771,7542.432925605768,7593.996011524875,7255.35255031672,271212.03858024697,2690.786827932458,6052.68665079984,2632.033745021933,16078.772166465087,7453.120304064785,73277.14926243946,698719.297286388
7549.722180447344,2897.3591898782506,7714.261300276029,7568.9522616947515,7620.482111836212,7285.072460919607,272094.7967646711,2699.3711604470163,6070.901129541123,2637.5327599728716,16124.731144416097,7485.289033766778,73360.08927668164,700759.5110914289
7574.2855021491305,2896.644886212301,7747.448101868707,7602.861816518344,7653.6612751640805,7310.561488057046,272976.2383995992,2705.473195651091,6088.3042400906925,2640.847885448306,16178.289687926112,7509.19525849915,73412.95099857952,702882.4497634748
7602.01083883447,2891.4557316781043,7774.010706935424,7626.052209160686,7679.047974671683,7337.472724709001,273850.6453750515,2713.481004488887,6108.355229990777,2646.725437739397,16230.451438921786,7541.3898200724125,73483.33924645442,704939.9091283637
7625.879698493141,2891.1295251664696,7798.978334078614,7657.933142074364,7704.382934113568,7363.281010382988,274712.412050457,2719.531211188607,6125.313654360525,2650.154786146871,16284.430631873516,7565.214910887459,73512.03335921012,707056.952395053
7654.626050100809,2885.932807568917,7826.563249197786,7683.460047254377,7731.084275475022,7390.621189837581,275589.6138291168,2727.901168781164,6142.9530029286225,2655.3354477241205,16328.056460402808,7595.186758475879,73587.62040549949,709203.2657301566
7679.5001508553105,2884.8324951258255,7854.266871007585,7712.568544016557,7759.663107230292,7409.126701614215,276432.31773163046,2734.437825703602,6160.808685164033,2659.504587383794,16380.736472033926,7621.973791983778,73621.14626627206,711344.3885592476
7708.163513787728,2880.0183863013376,7879.2868268303555,7738.854975720996,7784.805710196488,7426.268244170823,277283.5447603501,2742.3790422001766,6177.714641955539,2664.78988550626,16432.36843161265,7652.046801702306,73684.99107958411,713489.4155834016
7734.617796308332,2880.113137921824,7906.170399961848,7767.629358422678,7812.4841626357165,7458.988607345661,278190.6101247303,2749.6870546442647,6194.705836186784,2668.762864701451,16486.285485134184,7678.88433763765,73728.77700147098,715567.0059521418
7763.036597883384,2875.0020477750045,7932.58344681083,7793.525354984042,7838.048045344545,7489.010975679963,279054.39714328677,2757.9855023179402,6211.4338968654265,2673.8508229369277,16529.841929958387,7705.510026407233,73795.25826258972,717667.9170637438
7789.521554803269,2874.618602944238,7963.097325536854,7822.995083104744,7869.4282700609,7509.826627131469,279931.4482949355,2765.7056342582996,6228.308882265839,2678.209502592856,16584.704583870625,7732.440033932848,73838.21690325552,719914.342861087
7818.541450821224,2870.3893401939963,7989.691645087892,7848.982457261179,7894.830183227206,7532.993032542592,280806.4307340633,2774.3870805885886,6246.481964962879,2683.8176157196444,16641.072497069825,7761.863774655311,73914.11995660246,722063.1881769446
7844.658911184561,2870.0738131832054,8018.414944095517,7875.6209140581705,7925.93085070587,7567.721977094943,281681.2998644692,2781.7640304071274,6264.078728020514,2687.3564135950946,16689.5714031374,7786.066157700194,73945.4527731671,724179.0683199856
7873.427043028874,2865.828008199807,8045.840969060482,7902.992189811051,7952.026202618699,7594.660925703358,282553.0530757392,2790.554636837491,6280.444418948972,2691.9936382367073,16734.82995692172,7814.435535830914,74019.46319486502,726266.1017254859
7900.505892749218,2864.8745954190995,8076.555111408102,7930.788328773597,7984.119024417455,7620.402617473272,283430.1374704852,2798.205156068581,6297.799638550551,2695.8334993862068,16783.169419812097,7837.78048872613,74069.10455663006,728501.2568225549
7928.918007938393,2861.0889253630303,8102.11794031223,7958.358109831148,8007.989456712136,7647.810043880248,284306.2897701005,2807.5802381273575,6316.547371647929,2701.5720461887436,16844.191115001886,7866.657937312367,74146.86955684623,730667.3073732941
7956.495764796329,2860.097668109431,8130.249317659459,7985.914956030275,8039.397891155326,7672.296290092685,285180.7334145744,2814.376073057132,6334.703486693203,2703.8277743034696,16891.935544356,7889.693827765045,74188.89025636952,732795.1911941272
7985.4375706106775,2855.7300508430576,8160.054183273529,8013.951203741655,8065.274328529262,7698.807849306165,286059.96653410094,2823.0130804307714,6353.280779552019,2708.094497104976,16939.15793131633,7918.42580552204,74260.64976480162,734883.7820723759
8012.69181642132,2854.7081964042995,8191.611372064598,8042.270759559102,8099.416893311568,7722.617460921779,286941.1781988185,2830.3379619832153,6371.602342897752,2711.7541600676677,16987.78448984157,7942.494629039657,74314.29590055755,737118.0955264495
8040.179669054091,2851.1316972538707,8220.109290397499,8069.494035445579,8124.281378889833,7750.963844666971,287818.9754473662,2838.745766350801,6390.970000780453,2716.5411661453445,17046.504048061524,7968.589266738859,74384.06888985077,739212.6743411565
8066.94061232512,2850.7134296101444,8249.920612990589,8097.444475748681,8150.772891427153,7774.520609560091,288694.07132133155,2845.232631582422,6410.4883525453615,2719.208417621264,17093.81077745819,7994.086274051649,74424.89236555588,741312.6079614923
8096.154837444989,2846.4384298453374,8278.024536552894,8124.13281470689,8176.303362708138,7802.502741780902,289571.2702361172,2854.0070635378383,6428.434653223339,2723.5286277824234,17142.2392853797,8022.096820149252,74489.64619455526,743409.333277564
8124.991995744273,2846.3573857519896,8307.819973860607,8152.7703150485,8209.28896167414,7827.077521938233,290456.83886973775,2860.925729576355,6447.698547501733,2726.8216101042253,17191.189946394854,8047.957440031977,74554.21601531493,745519.8850553688
8152.677242195319,2842.8020487925933,8334.06155754959,8179.7101220447985,8236.169577077777,7852.214314683627,291336.91830519744,2869.209847078919,6466.644252108761,2732.3329910656444,17252.05458559231,8076.793705792748,74623.27302570351,747549.6715291687
8178.512119554196,2843.0439873676105,8361.641053377283,8208.937770356117,8262.830972188316,7876.322623282237,292214.9440750551,2875.1590641431317,6484.699458009614,2734.5770501942784,17302.8922001873,8105.034807221201,74674.66528758356,749601.9816484238
8206.58565387116,2838.7690398078103,8390.271680873679,8236.158663708036,8290.013566299125,7905.058959698515,293094.8429800012,2883.579431511219,6503.29535860767,2739.6017611153447,17351.168351014992,8134.770801274395,74743.42478493319,751763.869233748
8231.845202934868,2839.659153908781,8420.459630998117,8265.482563771271,8320.440389508329,7929.358513562482,293976.70516540064,2889.4527403649226,6521.0253420785975,2742.487346369698,17403.939487056155,8161.786922745326,74798.31074154786,753935.9655993759
