total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
108432.5796,112201.9254,3769.3457999999955,0.035839308854489486,0.04294925532880132,0.007109946474311832
