timestamp,aggregator_energy,api-gateway_energy,authority_energy,clientone_energy,clientthree_energy,clienttwo_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy,aggregator_cpu_usage,authority_cpu_usage,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,policy_cpu_usage,server_cpu_usage,sidecar_cpu_usage,aggregator_memory_usage,authority_memory_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,policy_memory_usage,server_memory_usage,sidecar_memory_usage,aggregator_memory_rss_usage,authority_memory_rss_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,policy_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,aggregator_memory_cache_usage,authority_memory_cache_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,policy_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,aggregator_carbon_coal,api-gateway_carbon_coal,authority_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,orchestrator_carbon_coal,policy_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal,system_processes_carbon_coal,aggregator_carbon_emission,api-gateway_carbon_emission,authority_carbon_emission,clientone_carbon_emission,clientthree_carbon_emission,clienttwo_carbon_emission,orchestrator_carbon_emission,policy_carbon_emission,policy-enforcer_carbon_emission,rabbitmq_carbon_emission,server_carbon_emission,sidecar_carbon_emission,system_processes_carbon_emission
2026-06-26 15:00:52.552999973,4904.341538461534,2577.350769230769,4639.295384615382,4852.51384615385,4095.907692307692,3925.1261538461517,1955.4338461538466,3790.9450856281983,1955.344615384616,9880.70769230768,4446.043076923074,56016.56634005207,468430.0181635846,0.01694252650485954,0.007577613709349349,0.005098686202941068,0.005834804091742229,0.005765192694767555,0.015494543841804804,0.005024875954494924,0.03023329700114411,217120.01583061248,192293.47454581718,249332.7580792602,164757.55869693085,165881.91925197424,32626.853470085538,95037.3853736367,751973.1452508642,211263.17632105702,157132.76099751965,242928.1600225132,159589.1997287521,160545.79032506899,29444.54785165592,91925.17789801846,724145.0039094595,0.0,0.0,0.0,0.0,0.0,1235.5435896290933,0.0,0.0,0.006317248003553983,0.0024935696674794217,0.0061502756714022265,0.006260631262686188,0.0055078750278814564,0.005207950065174659,0.0023674008542217007,0.004887986727868959,0.002121089338515493,0.012251093935106627,0.005817007368389282,0.058838614387347256,0.5499795071540721,0.006386636926117646,0.001284348669445378,0.006087629019226889,0.005787871852,0.004084222789910364,0.003967467854890757,0.0013131585165378147,0.0027388490305193893,0.0013097461976638658,0.00698191796583193,0.005814650910117648,0.04221242916572946,0.29971659140021456
2026-06-26 15:01:07.552999973,4904.341538461534,2577.350769230769,4676.039999999999,4852.51384615385,4095.907692307692,3933.732307692311,1955.4338461538466,3789.040144188222,1955.344615384616,9880.70769230768,4461.0,55751.49505521426,468619.53407468257,0.01694252650485954,0.006731822364585686,0.004887944664201161,0.005834804091742229,0.005765192694767555,0.015432246958891725,0.005000229876850443,0.029799396440333664,217120.01583061248,186912.80135821775,229540.27810305203,164757.55869693085,165881.91925197424,32818.30068458396,89852.70292509584,738778.4367173542,211263.17632105702,152060.17769859132,223647.60230697368,159589.1997287521,160545.79032506899,29585.387893531006,86910.27923942108,711439.0842390156,0.0,0.0,0.0,0.0,0.0,1280.1537004192185,0.0,0.0,0.006326406839178273,0.0024899365322168226,0.006159750902215337,0.006268630899964398,0.0055140431633221715,0.005214041820585315,0.002371406065265213,0.00489280210209081,0.002125959637638629,0.01226900938969961,0.005824856391463642,0.05890571655294849,0.5507443489021244,0.006386636926117646,0.001284348669445378,0.006101617542756301,0.005787871852,0.004084222789910364,0.003969585761887954,0.0013131585165378147,0.0027384197799832535,0.0013097461976638658,0.00698191796583193,0.005820097006509804,0.042244501223858116,0.29973293820942765
2026-06-26 15:01:22.552999973,4932.178461538462,2506.729230769232,4676.039999999999,4887.4092307692345,4114.298461538458,3933.732307692311,1959.5723076923089,3790.7148703015873,1959.4676923076895,9908.744615384614,4461.0,55522.9162375552,468642.19239830837,0.01694252650485954,0.007100467485033402,0.004887944664201161,0.005834804091742229,0.005643008789224082,0.015369950075978647,0.005000229876850443,0.029177938831149657,217120.01583061248,197148.43866980347,229540.27810305203,164757.55869693085,157634.56044908968,33009.747899082395,89852.70292509584,733181.4434939115,211263.17632105702,160387.23083325144,223647.60230697368,159589.1997287521,152547.59916034903,29726.2279354061,86910.27923942108,707070.0699296698,0.0,0.0,0.0,0.0,0.0,1324.7638112093434,0.0,0.0,0.006333810444420839,0.0024928373359551404,0.006166959474985289,0.006275966891748435,0.005520466017683541,0.0052201436582222475,0.0023741683207169264,0.0048983849909797,0.002128435992778816,0.012283300547409892,0.005831673047175691,0.05896533183863874,0.5513875136178176,0.006401823241994399,0.001284838470308123,0.006101617542756301,0.005799502432212883,0.0040905865688963565,0.003969585761887954,0.0013170859794397762,0.0027451521011803977,0.0013152391547338934,0.0069988357105882325,0.005820097006509804,0.04228012327587796,0.30007011081200513
2026-06-26 15:01:37.552999973,4932.178461538462,2506.729230769232,4693.532307692311,4887.4092307692345,4114.298461538458,3951.6861538461485,1959.5723076923089,3788.7845369682545,1959.4676923076895,9908.744615384614,4483.827692307693,55266.28989430756,469400.5579314172,0.01611131973690745,0.007100467485033402,0.004774671445423032,0.005649183995983482,0.0053498013442911255,0.016309951678196672,0.005000229876850443,0.029020138663681385,206468.02561153233,197148.43866980347,235267.0772392731,147348.49741209167,149443.9606416486,28777.180895683057,89852.70292509584,733036.000333936,200898.52486681548,160387.23083325144,229057.0194165623,142478.57674430558,144621.3148940768,25778.08233041459,86910.27923942108,706515.497002881,0.0,0.0,0.0,0.0,0.0,1369.3739219994682,0.0,0.0,0.006341214049663405,0.0024957381396934577,0.0061741680477552414,0.006283302883532473,0.005526888872044911,0.005226245495859181,0.00237693057616864,0.004903967879868588,0.0021309123479190026,0.012297591705120172,0.005838489702887741,0.059024947124328986,0.5520306783335108,0.006401823241994399,0.001284838470308123,0.006108266216336133,0.005799502432212883,0.0040905865688963565,0.003976911008403361,0.0013170859794397762,0.00274472814671323,0.0013152391547338934,0.0069988357105882325,0.00583027544,0.04231489362104808,0.3001955177134528
2026-06-26 15:01:52.552999973,4952.523076923081,2436.587692307691,4693.532307692311,4911.350769230773,4126.458461538455,3951.6861538461485,1969.2492307692332,3788.447197943138,1969.144615384614,9910.867692307686,4483.827692307693,55007.23070468882,469117.99742988526,0.015609122643504076,0.007100467485033402,0.004774671445423032,0.005364247928580007,0.005351080400685268,0.016055758040492724,0.005000229876850443,0.028060622900760338,196966.00432356863,197148.43866980347,235267.0772392731,139916.46803930734,141334.27943051863,25761.400215782593,89852.70292509584,711471.3279137454,191653.20319478065,160387.23083325144,229057.0194165623,135292.17860687,136773.33793274788,23182.972031368605,86910.27923942108,683625.7515725323,0.0,0.0,0.0,0.0,0.0,1152.4700563060085,0.0,0.0,0.006348617654905972,0.002498638943431776,0.006181376620525196,0.006290638875316511,0.0055333117264062814,0.0052323473334961144,0.002379692831620353,0.0049095507687574765,0.0021333887030591902,0.012311882862830453,0.005845306358599793,0.05908456241001926,0.5526738430492041,0.006418335133042017,0.001285408873058823,0.006108266216336133,0.005800203228997197,0.004094579250218486,0.003976911008403361,0.0013217923598095242,0.00274836487976897,0.0013214650485098036,0.00700850093110924,0.00583027544,0.04234199442695162,0.3004975446347799
2026-06-26 15:02:07.552999973,4952.523076923081,2436.587692307691,4720.719999999999,4911.350769230773,4126.458461538455,3959.101538461536,1969.2492307692332,3786.2821802960784,1969.144615384614,9910.867692307686,4500.520000000001,54741.624568655665,469293.0280326938,0.015609122643504076,0.007100467485033402,0.004774671445423032,0.005348194067383118,0.005351080400685268,0.015960616851580046,0.004780555095154033,0.02799095418392057,196966.00432356863,197148.43866980347,235267.0772392731,133231.2548144203,141334.27943051863,25968.66856964632,90285.1420097535,697061.5002148391,191653.20319478065,160387.23083325144,229057.0194165623,128827.91407589045,136773.33793274788,23345.387871291834,87321.73472278129,669600.3438696137,0.0,0.0,0.0,0.0,0.0,1188.5622959457914,0.0,0.0,0.0063585779615944445,0.0024944769011839797,0.0061906342108108,0.0063015439747185625,0.005539072575094367,0.005239024832639486,0.0023839962052360983,0.004914852710420705,0.002138551435211783,0.012328661610265737,0.005852798026573807,0.05915565541515359,0.5533732898136986,0.006418335133042017,0.001285408873058823,0.006117782700935576,0.005800203228997197,0.004094579250218486,0.003980128004957983,0.0013217923598095242,0.002747924927916224,0.0013214650485098036,0.00700850093110924,0.005837698097176471,0.042373316844239936,0.30050480825404224
2026-06-26 15:02:22.552999973,4979.141538461538,2365.883076923074,4720.719999999999,4925.0400000000045,4142.587692307687,3959.101538461536,1979.313846153847,3792.5015953125,1979.2092307692315,9936.64,4500.520000000001,54468.725201192894,469703.98229245207,0.013800896334687921,0.007100467485033402,0.004774671445423032,0.005348194067383118,0.005351080400685268,0.015865475662667366,0.004780555095154033,0.02725282418635925,178549.79655913977,197148.43866980347,235267.0772392731,133231.2548144203,141334.27943051863,26175.93692351005,90285.1420097535,671940.855772758,173676.0723297491,160387.23083325144,229057.0194165623,128827.91407589045,136773.33793274788,23507.803711215063,87321.73472278129,646959.5369592123,0.0,0.0,0.0,0.0,0.0,1224.6545355855737,0.0,0.0,0.006365984544927778,0.00249736951358708,0.0061978451703123575,0.006308884123861863,0.005545494661916072,0.0052451273408170565,0.00238676024748416,0.004920426388992133,0.0021410309049792243,0.012342955652126201,0.005859615468552,0.0592152840706089,0.5540165197474216,0.006436220379490196,0.0012859495647731087,0.006117782700935576,0.005800658248605041,0.004102910893882352,0.003980128004957983,0.0013267344403361347,0.002757474755187101,0.0013279480965378149,0.007025741371966388,0.005837698097176471,0.04240746004222854,0.30098705846698026
2026-06-26 15:02:37.552999973,4979.141538461538,2365.883076923074,4746.2215384615365,4925.0400000000045,4142.587692307687,3974.803076923076,1979.313846153847,3790.7062828124995,1979.2092307692315,9936.64,4524.006153846157,54208.8265083524,470482.7611166899,0.014537690730388566,0.0067619064997627805,0.0044922771019529585,0.005348194067383118,0.005351080400685268,0.015770334473754685,0.004780555095154033,0.026879311722161865,188082.11143695016,196445.77901163002,198150.58647638705,133231.2548144203,141334.27943051863,26383.205277373774,90285.1420097535,658198.2092042603,182948.19159335288,161727.34486858823,192691.77184645727,128827.91407589045,136773.33793274788,23670.219551138292,87321.73472278129,634447.0098860463,0.0,0.0,0.0,0.0,0.0,1260.746775225356,0.0,0.0,0.006373391128261111,0.0025002621259901806,0.006205056129813914,0.006316224273005166,0.005551916748737777,0.005251229848994626,0.0023895242897322222,0.004926000067563562,0.002143510374746666,0.012357249693986666,0.0058664329105301925,0.059274912726064236,0.5546597496811446,0.006436220379490196,0.0012859495647731087,0.00612639132470588,0.005800658248605041,0.004102910893882352,0.003985248239137255,0.0013267344403361347,0.002757099353005663,0.0013279480965378149,0.007025741371966388,0.005848626999103643,0.04243975146940323,0.3011271228188139
2026-06-26 15:02:52.552999973,4993.913846153851,2295.0923076923073,4746.2215384615365,4931.821538461536,4152.366153846149,3974.803076923076,1989.3569230769206,3789.5549925647047,1989.2676923076938,9939.895384615382,4524.006153846157,53904.36691783002,470368.851773178,0.014537690730388566,0.006159510351742607,0.0044922771019529585,0.005348194067383118,0.005351080400685268,0.01572207726479254,0.004780555095154033,0.02602869805726949,188082.11143695016,171205.31590243225,198150.58647638705,133231.2548144203,141334.27943051863,24567.206592323026,90285.1420097535,634844.1984700108,182948.19159335288,135879.933098244,192691.77184645727,128827.91407589045,136773.33793274788,22098.786513906045,87321.73472278129,611488.9778737302,0.0,0.0,0.0,0.0,0.0,1139.5962119630194,0.0,0.0,0.006380797711594445,0.002503154738393282,0.006212267089315472,0.0063235644221484675,0.005558338835559483,0.0052573323571721954,0.0023922883319802846,0.0049315737461349905,0.0021459898445141084,0.012371543735847132,0.005873250352508385,0.059334541381519584,0.5553029796148679,0.0064439307533333354,0.0012868977130700281,0.00612639132470588,0.005798528395361344,0.004109197336974789,0.003985248239137255,0.0013321273041904758,0.0027644496839750376,0.001334370076812325,0.0070370255284705864,0.005848626999103643,0.04246333321770231,0.30145608689276965
2026-06-26 15:03:07.552999973,4993.913846153851,2295.0923076923073,4779.53230769231,4931.821538461536,4152.366153846149,3987.4769230769225,1989.3569230769206,3788.277204329411,1989.2676923076938,9939.895384615382,4536.815384615383,53631.97057923944,470559.58198503265,0.014537690730388566,0.0062411642561006776,0.0044922771019529585,0.005348194067383118,0.0047979965990851865,0.015628287129137917,0.004330491954794269,0.02573362732308896,188082.11143695016,173474.90905058492,198150.58647638705,133231.2548144203,144736.37308002796,24720.623778934914,94328.79413134322,624972.3345585256,182948.19159335288,137681.23327111342,192691.77184645727,128827.91407589045,139901.2205019349,22215.054324885346,91213.5763595023,602225.4129450999,0.0,0.0,0.0,0.0,0.0,1171.1571937746166,0.0,0.0,0.006390592560525505,0.0024990154291494346,0.0062213015036354,0.0063334704224490964,0.00556502600765499,0.005263281387148218,0.0023971021274572274,0.004939465938919514,0.002151660655750926,0.012388256933110315,0.005879995483347598,0.059403565405379416,0.556078727726628,0.0064439307533333354,0.0012868977130700281,0.006136632286134454,0.005798528395361344,0.004109197336974789,0.003991189480890756,0.0013321273041904758,0.002764137197783738,0.001334370076812325,0.0070370255284705864,0.00585593332187675,0.04249575471545973,0.3014464995337266
