total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
1538408.2053781508,1577071.8171812266,38663.611803075764,760123.4983095783,0.9527450433216238,0.9529810286566622,0.9889902144413466,0.03600918578468437
