timestamp,api-gateway_energy,clientone_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy,api-gateway_cpu_usage,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,orchestrator_cpu_usage,policy-enforcer_cpu_usage,rabbitmq_cpu_usage,server_cpu_usage,sidecar_cpu_usage,api-gateway_memory_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,orchestrator_memory_usage,policy-enforcer_memory_usage,rabbitmq_memory_usage,server_memory_usage,sidecar_memory_usage,api-gateway_memory_rss_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,orchestrator_memory_rss_usage,policy-enforcer_memory_rss_usage,rabbitmq_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,api-gateway_memory_cache_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,orchestrator_memory_cache_usage,policy-enforcer_memory_cache_usage,rabbitmq_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,api-gateway_carbon_coal,clientone_carbon_coal,clienttwo_carbon_coal,kernel_processes_carbon_coal,orchestrator_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal,system_processes_carbon_coal,api-gateway_carbon_emission,clientone_carbon_emission,clientthree_carbon_emission,clienttwo_carbon_emission,kernel_processes_carbon_emission,orchestrator_carbon_emission,policy-enforcer_carbon_emission,rabbitmq_carbon_emission,server_carbon_emission,sidecar_carbon_emission,system_processes_carbon_emission
2026-07-07 15:40:53.933000088,0.0,0.0,0.0,42904.851257926646,0.0,0.0,0.0,0.0,35.887431744994636,121.04447659495037,0.11811479363771825,0.05809240935114505,0.013239186338618555,0.06377854465719895,0.004112329922262726,0.002629948642545541,0.06297379645472587,0.04261626308935169,0.08783183635426506,317164.7385189403,78519.69465648856,15276.965358432659,31800.107085489923,5288.875225086741,163181.03484731846,83484.27896790089,41503.404025538126,286993.7686034208,204529.576372821,53193.282442748095,15239.795126417008,327817.8526809618,251.85120119460672,132866.16782140106,71878.33823831359,17737.609452920682,204617.30529146953,297.71408496771613,23411.297709923663,111.51069604695371,23296.356380510442,4929.087794808732,1412.6575314344368,11269.536650468823,17299.75311820974,38427.80857601016,0.0,0.0,0.0,0.05321841262920279,0.0,0.0,0.0,0.0,5.2688452262962955e-05,0.00016631813881296298,0.0,0.0,0.0,0.0,0.030568315045155402,0.0,0.0,0.0,0.0,2.9827905212819196e-05,9.48235367213839e-05
2026-07-07 15:41:08.933000088,0.0,0.0,0.0,42904.851257926646,0.0,0.0,0.0,0.0,35.887431744994636,121.04447659495037,0.11811479363771825,0.0367219559019635,0.015021577591972219,0.03777667547804096,0.004112329922262726,0.002776146677022079,0.06297379645472587,0.04261626308935169,0.08784856433619277,317164.7385189403,47981.60665838966,17333.70273913022,18565.489103107444,5288.875225086741,3272.073671363586,83484.27896790089,41503.404025538126,234625.6494717713,204529.576372821,32042.672552535983,17291.528279910926,184713.3765282227,251.85120119460672,954.3548208143793,71878.33823831359,17737.609452920682,410780.33612211363,297.71408496771613,14808.847197314572,126.52337765788484,15476.144640625222,4929.087794808732,2226.8279152335517,11269.536650468823,19265.77991983746,42565.37242722285,0.0,0.0,0.0,0.05359045547827667,0.0,0.0,0.0,0.0,5.2789151738725486e-05,0.00016781940285392154,0.0,0.0,0.0,0.0,0.030781766092057315,0.0,0.0,0.0,0.0,3.004666313510238e-05,9.550728962321047e-05
2026-07-07 15:41:23.933000088,0.0,0.0,0.0,40516.76642953815,0.0,0.0,0.0,0.0,36.84870223816415,128.87865110108083,0.11811479363771825,0.0028936204014237458,0.02138869504024395,0.03777667547804097,0.004112329922262726,0.002776146677022079,0.04298570831670321,0.04261626308935169,0.05651585435117891,317164.7385189403,1143.225216195726,24680.84856837074,18565.489103107448,5288.875225086741,3272.073671363586,1059505.8870484934,41503.404025538126,230053.21035778415,204529.576372821,0.0,24620.797841927015,184713.37652822275,251.85120119460672,954.3548208143793,726772.3009379365,17737.609452920682,394924.3310821563,297.71408496771613,1182.646775374889,180.15217933117327,15476.144640625225,4929.087794808732,2226.8279152335517,5134.304530033925,21231.806721465182,24350.061370037372,0.0,0.0,0.0,0.05396627302827667,0.0,0.0,0.0,0.0,5.31756149740196e-05,0.00016903803520686272,0.0,0.0,0.0,0.0,0.030957356303199426,0.0,0.0,0.0,0.0,3.0271316541095963e-05,9.63781599762506e-05
2026-07-07 15:41:38.933000088,0.0,0.0,0.0,40516.76642953815,0.0,0.0,0.0,0.0,36.84870223816415,128.87865110108083,0.11811479363771825,0.0032558058655538877,0.02138869504024395,0.03777667547804097,0.0015700374327738905,0.002776146677022079,0.04298570831670321,0.04261626308935169,0.04487522406028169,317164.7385189403,1286.3191601454582,24680.84856837074,18565.489103107448,2741.902486505619,3272.073671363586,1059505.8870484934,41503.404025538126,209915.8130217172,204529.576372821,0.0,24620.797841927015,184713.37652822275,76.16395795848942,954.3548208143793,726772.3009379365,17737.609452920682,379281.505992043,297.71408496771613,1330.6749932539224,180.15217933117327,15476.144640625225,2703.8205075263745,2226.8279152335517,5134.304530033925,23197.8335230929,19935.74934276144,0.0,0.0,0.0,0.05434209057827667,0.0,0.0,0.0,0.0,5.356207820931371e-05,0.0001702566675598039,0.0,0.0,0.0,0.0,0.03117054678764824,0.0,0.0,0.0,0.0,3.0490117075830006e-05,9.706324608621743e-05
2026-07-07 15:41:53.933000088,0.0,0.0,0.0,39518.51042409777,0.0,0.0,0.0,0.0,38.386014974431475,133.26737294068232,0.08376143400483689,0.004346225569561702,0.02138869504024395,0.003190470484077047,0.0017775770801993882,0.002776146677022079,0.026258561004387247,0.04261626308935169,0.03603470838241181,224918.25533386902,1717.127327396785,24680.84856837074,1122.495324601242,3104.348287762145,3272.073671363586,1876295.2220580317,41503.404025538126,200688.3141619622,145042.71722249815,0.0,24620.797841927015,0.0,86.2318968822818,954.3548208143793,1274824.1062121263,17737.609452920682,375782.40936040087,211.12477033842526,1776.3386145483983,180.15217933117327,1122.495324601242,3061.232339321004,2226.8279152335517,0.0,23592.321619532646,14255.964093854507,0.0,0.0,0.0,0.05471790812827666,0.0,0.0,0.0,0.0,5.394854144460785e-05,0.00017147529991274512,0.0,0.0,0.0,0.0,0.03133976396102355,0.0,0.0,0.0,0.0,3.074045277417597e-05,9.777142499402342e-05
2026-07-07 15:42:08.933000088,0.0,0.0,0.0,39518.51042409777,0.0,0.0,0.0,0.0,38.386014974431475,133.26737294068232,0.0,0.004346225569561702,0.015447569101523746,0.004214531363127691,0.0024904757691059727,0.002776146677022079,0.026258561004387247,0.0,0.027450371592756265,0.0,1717.127327396785,17825.26297311694,1482.788126110709,4349.349615078311,3272.073671363586,1876295.2220580317,0.0,321038.11771101627,0.0,0.0,17781.892503595973,0.0,120.81526708550864,954.3548208143793,1274824.1062121263,0.0,325690.75212457584,0.0,1776.3386145483983,130.11140856289737,1482.788126110709,4288.941981535557,2226.8279152335517,0.0,0.0,8694.122095791738,0.0,0.0,0.0,0.05495213624667007,0.0,0.0,0.0,0.0,5.44014331157143e-05,0.00017302781712047618,0.0,0.0,0.0,0.0,0.03155264102396027,0.0,0.0,0.0,0.0,3.0959477996433965e-05,9.845667332803209e-05
2026-07-07 15:42:23.933000088,0.0,0.0,0.0,38777.1714881956,0.0,0.0,0.0,0.0,39.8662550754399,148.95210918279582,0.0027773154488001882,0.004346225569561702,0.01366517784817008,0.003167477874084873,0.002490475769105973,0.002776146677022079,0.026258561004387247,0.0,0.0201121687137298,204017.86185133836,1717.127327396785,15768.525592419375,1114.4058916021268,4349.349615078312,3272.073671363586,1876295.2220580317,0.0,468397.63237361587,125072.42555435532,0.0,15730.159350102054,0.0,120.81526708550867,954.3548208143793,1274824.1062121263,0.0,315278.4889839515,0.0,1776.3386145483983,115.09872695196626,1114.4058916021268,4288.941981535558,2226.8279152335517,0.0,0.0,5130.052129172026,0.0,0.0,0.0,0.05532698794574414,0.0,0.0,0.0,0.0,5.478836883e-05,0.00017424882426333332,0.0,0.0,0.0,0.0,0.03175079140643876,0.0,0.0,0.0,0.0,3.1199765605043444e-05,9.971665504125915e-05
2026-07-07 15:42:38.933000088,0.0,0.0,0.0,38777.1714881956,0.0,0.0,0.0,0.0,39.8662550754399,148.95210918279582,0.0027773154488001882,0.004172876202458659,0.004093320951851282,0.002816266927157565,0.002490475769105973,0.0023458887667900767,0.026258561004387247,0.0042452840212855334,0.014248925943217555,204017.86185133836,211129.03986789333,325847.7673605594,990.8402144262342,4349.349615078312,9701.294128943468,1876295.2220580317,295567.36561581504,474725.6759691194,125072.42555435532,143732.01226704408,196078.18210710314,0.0,120.81526708550867,6948.224173432483,1274824.1062121263,199572.0271810384,345688.67819299607,0.0,805.2213572383422,3051.00905768314,990.8402144262342,4288.941981535558,2840.4690017176817,0.0,105.29653210395976,0.0,0.0,0.0,0.0,0.05570183964481821,0.0,0.0,0.0,0.0,5.517530454428572e-05,0.00017546983140619046,0.0,0.0,0.0,0.0,0.03196356977297177,0.0,0.0,0.0,0.0,3.141894019299946e-05,0.00010040588486703087
2026-07-07 15:42:53.933000088,0.0,0.0,0.0,37028.7519308083,0.0,0.0,0.0,0.0,43.617198594563575,152.10755455400076,0.0027773154488001882,0.004172876202458659,0.004093320951851282,0.00413641990754766,0.001759064543649034,0.0023458887667900767,0.024350032948929283,0.0042452840212855334,0.017063756775578663,204017.86185133836,211129.03986789333,325847.7673605594,225673.51937943662,3072.018122290063,9701.294128943468,13833.278418451398,295567.36561581504,477362.1968686648,125072.42555435532,143732.01226704408,196078.18210710314,137097.94418616904,85.33383673027953,6948.224173432483,10603.906801600375,199572.0271810384,347707.2645067105,0.0,805.2213572383422,3051.00905768314,674.2964006795644,3029.351203924923,2840.4690017176817,0.0,105.29653210395976,0.0,0.0,0.0,0.0,0.05607669134389229,0.0,0.0,0.0,0.0,5.556224025857142e-05,0.00017669083854904757,0.0,0.0,0.0,0.0,0.032124484307353984,0.0,0.0,0.0,0.0,3.1656414314719776e-05,0.00010124910333748072
2026-07-07 15:43:08.933000088,0.0,0.0,0.0,37028.75823127032,0.0,0.0,0.0,0.0,43.61719859456357,152.10755455400073,0.0027773154488001882,0.004029140096849991,0.004093320951851282,0.004084306729608154,0.0015515248962235364,0.0023458887667900767,0.024350032948929283,0.0042452840212855334,0.019910345203414757,204017.86185133836,384767.12854197633,325847.7673605594,375245.58129322645,2709.5723210335373,9701.294128943468,13833.278418451398,295567.36561581504,828417.2979474551,125072.42555435532,262910.2939061227,196078.18210710314,228564.80403996044,75.26589780648715,6948.224173432483,10603.906801600375,199572.0271810384,558771.2795432411,0.0,0.0,3051.00905768314,134.89954989570754,2671.9393721302936,2840.4690017176817,0.0,105.29653210395976,0.0,0.0,0.0,0.0,0.05633746016459826,0.0,0.0,0.0,0.0,5.601972367453702e-05,0.0001791736808001543,0.0,0.0,0.0,0.0,0.03233693241824971,0.0,0.0,0.0,0.0,3.1875715673591206e-05,0.00010193938534850632
