api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
113.04742579067104,155.618023061763,140.74859787307207,105.14456881258883,4876.817156979562,80.51788805013655,109.2099769172484,66.06292080396797,297.9253081799739,143.0403909506937,1070.4680798799852,12984.527531685322
78.5161860720712,116.05246035429049,97.67654899238214,89.50234580739195,3705.368774789569,73.34081623975194,73.99828367010139,57.712972577222565,217.06536071456327,141.55358085040695,812.1799119267878,10006.590398063228
72.74781534146908,105.30296264016914,82.4790861426704,74.2108832718179,3164.4551217054054,71.33791712975366,65.47392806005985,55.54658514572955,191.83589747988935,97.73758227816987,610.3785002088862,8574.751818933968
50.52976327927279,98.59792723542924,74.69199640866276,63.37016833826027,2783.709771027905,70.20126183165257,57.385034280706364,55.28871593019984,173.14436173609204,87.64056574238892,509.5942535230235,7486.108110434271
47.482213619580044,89.13115655831263,62.47742135349971,53.86494647569909,2376.762356641799,68.64203893552295,49.17487030860934,53.149972593324165,150.48671602432097,77.2717067877039,403.8840461814738,6349.479604494171
40.92760994009014,78.71585803289025,53.15241654268986,44.51650315954172,1964.996124106766,67.96759064492359,41.06240107576475,52.30725775371836,128.31036364704747,68.02579993534707,337.43485978047096,5190.76718561721
38.63586123449138,72.36841987334971,46.04425902132965,35.5223185608376,1536.0665093465898,67.00700711276099,33.54233037955378,50.61124184974839,108.48970671206455,54.61109924441701,285.6434305067105,4085.793606149065
43.8503976718563,70.10597140714066,38.53256534670005,29.030393189769327,1115.08558440633,67.63547415286789,28.472596667768038,51.547361059941515,98.0361139847984,46.97925363255858,255.66813273447346,3149.697487123008
43.02479104665718,64.21679283183084,24.541837620970185,26.408019827129515,539.2038462290258,67.32607827059711,19.730383405862835,50.41205091056312,86.15997465307238,40.99045660479347,238.03386455844858,2033.4718597333574
48.09582361169389,59.621799765859706,22.468460964557963,26.941766907082712,177.4143542763103,67.99289430617962,20.913548231517385,50.96793475428683,83.91896628325894,34.6459808824958,240.53997574818393,1592.8423572583715
48.09582361169389,61.640636949283476,22.69275009263759,29.467435443139234,166.57218966344158,67.99289430617962,20.943143405403898,50.96793475428683,83.91896628325891,31.656795216829313,247.05373430743896,1545.586451852638
50.133881625885884,58.721776954565776,23.450950589917568,29.112876463367762,161.9501503753965,68.76587168098176,21.516076724904952,52.5712255630764,84.03463760550503,32.048898184772625,239.78753380715497,1456.8424475368472
50.133881625885884,60.16537675499596,24.078907618423084,29.449966119594247,160.78230984872343,68.76587168098176,21.463723271854633,52.571225563076425,84.03463760550503,31.197550022243053,238.35712574647818,1447.8318186827448
49.74913991021212,60.56255974642176,24.788962224311632,36.323826660876136,143.25359669181722,67.2478085823164,22.67623095644578,52.39566467850511,81.27471705637066,30.240859083610125,226.71651263951148,1455.6263716992974
49.77577425480015,55.7759304017017,26.497757827278686,33.37329487071648,147.64818364080514,67.2478085823164,22.43666201778726,52.39566467850512,81.27471705637066,28.403638388677653,218.9169351255486,1433.0454511608098
41.50638957104957,56.81883105587543,27.724331300484813,31.813669978709612,136.60586246710287,64.18450919484525,23.001167215576096,51.15673819982304,77.0014986874307,26.600885257169825,210.62880489340262,1327.1263723829472
42.08657574521421,53.68884348166676,28.122942513693566,31.912765059332518,123.40381151118666,64.18450919484525,22.855571007609026,51.156738199823046,77.00149868743068,22.95912771429771,222.4126955511815,1273.9801590080117
29.917795396672194,49.89923661069464,26.16728189099514,30.333720000350997,101.76033518564189,61.892279461671656,22.50094939646654,48.956966496642515,76.47638417966763,22.058629495235742,166.3449513309567,1293.464693778516
30.90494787075505,47.50396267762445,30.48415304937151,28.170361282137534,91.56335093046461,61.892279461671656,21.83638811910706,48.95696649664252,76.47638417966758,18.819368837752396,152.95978051744007,1362.9742603478696
19.972922849607578,50.879491703847584,32.361692570982314,28.225515826343607,87.80673531855052,61.81662659635659,21.246556325682917,48.47728189205105,73.48947021232532,20.752081754774682,151.94602958574015,1319.4752650003763
20.83021591728461,43.58750489739282,28.5499081145055,26.789081367055026,79.31211936480389,61.81662659635659,20.796308148581595,48.47728189205106,73.4894702123253,18.90500963388298,151.05629343248563,1350.5498231657066
14.447442717001868,41.64337900852598,28.689261140747213,26.397579029280838,74.13393938843822,61.854270651686825,21.278425633127863,47.914334401891416,72.77917009782462,19.30027261764654,155.18030374791147,1390.1700620857664
