total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
36233.66441735792,42522.825764618494,6289.161347260575,0.01535587166710966,0.017969740906985218,0.0026138692398755582
