total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
38873.36096420459,48599.42548806232,9726.064523857727,0.02955416217233488,0.03288988480629187,0.003335722633956987
