timestamp,api-gateway_sidecar_energy,clientone_sidecar_energy,clientthree_sidecar_energy,clienttwo_sidecar_energy,orchestrator_sidecar_energy,policy-enforcer_sidecar_energy,server_sidecar_energy
2026-06-15 10:33:37.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:33:52.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:34:07.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:34:22.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:34:37.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:34:52.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:35:07.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:35:22.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:35:37.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:35:52.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:36:07.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:36:22.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:36:37.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:36:52.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:37:07.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:37:22.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:37:37.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:37:52.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:38:07.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:38:22.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-15 10:38:37.799000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
