total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
63797.8572,67966.6212,4168.763999999996,0.007950897681738208,0.0123343319475218,0.004383434265783592
