timestamp,api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy,api-gateway_cpu_usage,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,orchestrator_cpu_usage,policy-enforcer_cpu_usage,rabbitmq_cpu_usage,server_cpu_usage,sidecar_cpu_usage,api-gateway_memory_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,orchestrator_memory_usage,policy-enforcer_memory_usage,rabbitmq_memory_usage,server_memory_usage,sidecar_memory_usage,api-gateway_memory_rss_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,orchestrator_memory_rss_usage,policy-enforcer_memory_rss_usage,rabbitmq_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,api-gateway_memory_cache_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,orchestrator_memory_cache_usage,policy-enforcer_memory_cache_usage,rabbitmq_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,api-gateway_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,kernel_processes_carbon_coal,orchestrator_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal,system_processes_carbon_coal,api-gateway_carbon_emission,clientone_carbon_emission,clientthree_carbon_emission,clienttwo_carbon_emission,kernel_processes_carbon_emission,orchestrator_carbon_emission,policy-enforcer_carbon_emission,rabbitmq_carbon_emission,server_carbon_emission,sidecar_carbon_emission,system_processes_carbon_emission
2026-06-30 01:56:23.927999973,0.0,0.0,0.0,0.0,38619.445321311076,0.0,0.0,137.10210260274613,0.0,22.12114139386626,25.586954543202047,0.011596137676600126,0.006569334022159285,0.007520388402402322,0.008190868113961313,0.0028724384610449316,0.0024739660511628324,0.017750043554889298,0.0040754577540490135,0.021537927177676258,10191.38591774867,36048.82053931381,78094.48582984923,29497.056349873837,1839.5602985521502,1272.060976583643,20578.327897413044,325201.0892933926,338707.8268607896,38539.83870045187,36199.96863381827,76476.8143376595,55226.24053826744,1795.7612438247181,1090.3379799288368,20453.862204485144,36.69198796044145,293340.1030548612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020812806787088894,0.0,0.0,7.476927306666668e-05,0.0,1.2142302342857144e-05,3.2363226444444443e-06,0.0,0.0,0.0,0.0,0.011689681941678385,0.0,0.0,4.1883890722857815e-05,0.0,6.982661725131448e-06,3.97858976908256e-06
2026-06-30 01:56:38.927999973,0.0,0.0,0.0,0.0,38619.46107485562,0.0,0.0,137.10210260274613,0.0,22.12114139386626,24.216577465540123,0.00819911356722721,0.006569334022159285,0.005658194004193015,0.006277134191448441,0.0,0.0024739660511628324,0.017750043554889298,0.0040754577540490135,0.01909570540448243,7205.876031954852,36048.82053931381,58756.772634487425,158939.05768739324,0.0,1272.060976583643,20578.327897413044,325201.0892933926,415590.20517439645,27249.807063369495,36199.96863381827,57539.668058487325,147424.92837832385,0.0,1090.3379799288368,20453.862204485144,36.69198796044145,352127.996409117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02116193067399365,0.0,0.0,7.602389211428572e-05,0.0,1.2353123771428574e-05,3.3519754222222223e-06,0.0,0.0,0.0,0.0,0.01188755566694804,0.0,0.0,4.2592675903359074e-05,0.0,7.1028602650256765e-06,4.00546282301065e-06
2026-06-30 01:56:53.927999973,0.0,0.0,0.0,0.0,36111.315140118975,0.0,0.0,143.97863515730234,0.0,22.811170531987262,25.45642367756429,0.0062992414531171,0.006569334022159285,0.005543903670193733,0.006277134191448441,0.0023833389786220966,0.0024739660511628324,0.017750043554889298,0.0040754577540490135,0.015849562020250355,138659.26544436737,36048.82053931381,205553.74942493482,158939.05768739324,133426.90963989508,1272.060976583643,20578.327897413044,325201.0892933926,338598.01898982254,114911.12653032424,36199.96863381827,164647.14000920104,147424.92837832385,123477.3688438126,1090.3379799288368,20453.862204485144,36.69198796044145,280002.183578396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021511054560898413,0.0,0.0,7.727851116190476e-05,0.0,1.25639452e-05,3.4676282e-06,0.0,0.0,0.0,0.0,0.012051328774086325,0.0,0.0,4.360296320855863e-05,0.0,7.209282060823619e-06,4.152597335591162e-06
2026-06-30 01:57:08.927999973,0.0,0.0,0.0,0.0,36111.33089366351,0.0,0.0,143.9786351573023,0.0,22.81117053198726,28.76082767884203,0.0025998252272046354,0.0,0.0037969124285284366,0.004271301066086334,0.0023833389786220966,0.0024739660511628324,0.017750043554889298,0.0040754577540490135,0.015849562020250355,228382.7823829022,0.0,318213.46975624433,294610.5065976144,133426.90963989508,1272.060976583643,20578.327897413044,325201.0892933926,338598.01898982254,168249.75531808648,0.0,242579.83749623832,244060.71458086552,123477.3688438126,1090.3379799288368,20453.862204485144,36.69198796044145,280002.183578396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021805794471235554,0.0,0.0,7.891376863999999e-05,0.0,1.2840796159999997e-05,4.10890259047619e-06,0.0,0.0,0.0,0.0,0.012248644319652335,0.0,0.0,4.4316683564240436e-05,0.0,7.329251342647328e-06,4.294447124351397e-06
2026-06-30 01:57:23.927999973,0.0,0.0,0.0,0.0,35632.96395825693,0.0,0.0,136.79231820758176,0.0,22.987763811556047,24.093221751742075,0.0025998252272046354,0.0,0.0037969124285284366,0.004271301066086334,0.0023833389786220966,0.0024669207906506995,0.017750043554889298,0.0,0.01594118154255109,228382.7823829022,0.0,318213.46975624433,294610.5065976144,133426.90963989508,92994.74246140529,20578.327897413044,0.0,192957.18305726766,168249.75531808648,0.0,242579.83749623832,244060.71458086552,123477.3688438126,84957.57610734382,20453.862204485144,0.0,161263.1330080453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02215404953790222,0.0,0.0,8.017446864e-05,0.0,1.3052707271111113e-05,4.241795447619048e-06,0.0,0.0,0.0,0.0,0.012417487945049094,0.0,0.0,4.4757824736176385e-05,0.0,7.434194838465152e-06,4.236098663021092e-06
2026-06-30 01:57:38.927999973,0.0,0.0,0.0,0.0,35632.96395825692,0.0,0.0,136.79231820758173,0.0,22.987763811556043,24.09322175174207,0.0025998252272046354,0.00395799000405241,0.0037969124285284366,0.004271301066086334,0.0023833389786220966,0.0014648311686146311,0.0,0.0,0.015230414997146233,228382.7823829022,249138.22581578896,318213.46975624433,294610.5065976144,133426.90963989508,157383.2940541175,0.0,0.0,254194.20837431957,168249.75531808648,190054.84263136567,242579.83749623832,244060.71458086552,123477.3688438126,143861.00538827258,0.0,0.0,209904.25342625173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022502304604568885,0.0,0.0,8.143516863999999e-05,0.0,1.3264618382222222e-05,4.374688304761905e-06,0.0,0.0,0.0,0.0,0.012614185239910399,0.0,0.0,4.546722477080798e-05,0.0,7.553922130845022e-06,4.3716240955655025e-06
2026-06-30 01:57:53.927999973,0.0,0.0,0.0,0.0,35427.28680309669,0.0,0.0,143.14229130408683,0.0,22.95505011102442,12.559563103882855,0.002527619863119949,0.00395799000405241,0.0037969124285284366,0.003016013141664295,0.0023833389786220966,0.0016693156179014774,0.0,0.0,0.011538507536635443,141918.82752244623,249138.22581578896,318213.46975624433,208027.7521586488,133426.90963989508,179353.3592064331,0.0,0.0,151779.59789290238,104634.63698243393,190054.84263136567,242579.83749623832,172333.98235126672,123477.3688438126,163943.4142630745,0.0,0.0,121680.03278524143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022850559671235556,0.0,0.0,8.269586864000001e-05,0.0,1.3476529493333334e-05,4.507581161904762e-06,0.0,0.0,0.0,0.0,0.012777909780462922,0.0,0.0,4.6229907321624084e-05,0.0,7.664219576302205e-06,4.2274556707865e-06
2026-06-30 01:58:08.927999973,0.0,0.0,0.0,0.0,35427.28680309669,0.0,0.0,143.14229130408683,0.0,22.95505011102442,12.559563103882855,0.002527619863119949,0.00395799000405241,0.0037969124285284366,0.0039100356495468305,0.0,0.0018738000671883234,0.016288984901364288,0.003918939182526836,0.017588164475092753,141918.82752244623,249138.22581578896,318213.46975624433,129265.30513595167,0.0,201323.42435874863,11084.526231313339,261148.48095849378,469973.6510105518,104634.63698243393,190054.84263136567,242579.83749623832,107089.98187311178,0.0,184025.8231378764,10931.636214329706,191003.4045878216,388543.1915276155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023086278977922224,0.0,0.0,8.354471895000001e-05,0.0,1.3644053833333336e-05,4.241394422222222e-06,0.0,0.0,0.0,0.0,0.012974164399647672,0.0,0.0,4.694012592380376e-05,0.0,7.783799740506505e-06,4.35462872538871e-06
2026-06-30 01:58:23.927999973,0.0,0.0,0.0,0.0,35526.41168233645,0.0,0.0,139.0382076415283,0.0,22.936587317463484,23.624324864972994,0.0016473639542679114,0.00395799000405241,0.0,0.003627698120519283,0.0,0.002453813391442152,0.016288984901364288,0.003918939182526836,0.017583263170727625,45.890103168231384,249138.22581578896,0.0,44.09136902839674,0.0,263640.78182778653,11084.526231313339,261148.48095849378,543719.7862388456,183.56041267292554,190054.84263136567,0.0,44.09136902839674,0.0,240988.90649762278,10931.636214329706,191003.4045878216,449341.55120179977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023432844196672225,0.0,0.0,8.4799234575e-05,0.0,1.3855277791666667e-05,4.3630715055555554e-06,0.0,0.0,0.0,0.0,0.013151077895179468,0.0,0.0,4.7841255958488676e-05,0.0,7.896866854429015e-06,4.8441760356829785e-06
2026-06-30 01:58:38.927999973,0.0,0.0,0.0,0.0,35526.41168233645,0.0,0.0,139.0382076415283,0.0,22.936587317463484,23.624324864972994,0.0018481273391034376,0.0038860310461354955,0.003540110944241406,0.003627698120519283,0.002290395220156512,0.0018226244256801354,0.016288984901364288,0.003918939182526836,0.017583263170727625,51.48270607704028,157142.74355313805,225649.2668825363,44.09136902839674,2424.1923210611853,195825.0493866291,11084.526231313339,261148.48095849378,543719.7862388456,205.9308243081611,118677.43703730476,168685.80556110182,44.09136902839674,2077.879132338159,178999.86561014262,10931.636214329706,191003.4045878216,449341.55120179977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023779409415422222,0.0,0.0,8.605375019999999e-05,0.0,1.4066501750000001e-05,4.484748588888888e-06,0.0,0.0,0.0,0.0,0.013346896744782148,0.0,0.0,4.855432002550991e-05,0.0,8.016348474512749e-06,4.981667352352423e-06
